validation_rank,experiment_name,source_experiment,architecture,feature_mode,input_dim,state_dim,window_size,n_sequence_rows,n_windows,used_sequence_features,skipped_sequence_features,best_mapping,objective,best_episode,n_actions,policy_loaded,train_n_days,train_total_return,train_annual_return,train_annual_vol,train_sharpe,train_max_drawdown,train_calmar,train_final_nav,train_avg_turnover,train_total_turnover,validation_n_days,validation_total_return,validation_annual_return,validation_annual_vol,validation_sharpe,validation_max_drawdown,validation_calmar,validation_final_nav,validation_avg_turnover,validation_total_turnover,test_n_days,test_total_return,test_annual_return,test_annual_vol,test_sharpe,test_max_drawdown,test_calmar,test_final_nav,test_avg_turnover,test_total_turnover,test_rank
1,raw_dqn_close,raw_dqn_close,raw_dqn,market_tuples,7,425,60,2835,2776,"GLD_close, HYG_close, LQD_close, SPY_close, TLT_close, UUP_close, VIX_close",,"dqn_policy(hidden=[256, 128],episodes=1,gamma=0.950)",sharpe,1,4,False,1942,0.3713954646350015,0.04183432651069219,0.09500477803863297,0.22982345689827752,-0.26754439392127416,0.15636405569014494,137139.54646350016,0.002265705458290422,4.3999999999999995,555,0.38473963015372226,0.1592811351627137,0.11389477445221102,1.2228931119324926,-0.10000830946901751,1.5926790084583806,138473.96301537222,0.0018018018018018018,1.0,278,0.05739054638849583,0.051886305212626826,0.09995349042200789,0.3190114229928488,-0.1278519350796644,0.4058312076410617,105739.05463884959,0.0035971223021582736,1.0,1
