Date,cluster,action,portfolio_return,transaction_cost,turnover,portfolio_nav
2015-04-01,1,rebound,0.004585849988881597,0.001,1.0,100458.58499888815
2015-04-02,1,rebound,-0.0019333278517049911,0.0,0.0,100264.36561856692
2015-04-06,1,rebound,0.004137585980732328,0.0,0.0,100679.21805211734
2015-04-07,2,rebound,0.00019797906385128346,0.0,0.0,100699.15042945658
2015-04-08,1,rebound,0.0006777895439850522,0.0,0.0,100767.40326070586
2015-04-09,3,rebound,-0.003063216189567963,0.0,0.0,100458.73091965694
2015-04-10,3,rebound,0.005436167209726772,0.0,0.0,101004.84137861314
2015-04-13,3,rebound,-0.0032761229022011287,0.0,0.0,100673.93710453947
2015-04-14,3,rebound,0.0018668251322816907,0.0,0.0,100861.87774049198
2015-04-15,3,rebound,0.0037213245250373506,0.0,0.0,101237.217519769
2015-04-16,1,rebound,-0.0023285787537870805,0.0,0.0,101001.47868595994
2015-04-17,2,rebound,-0.0013213284728624487,0.0,0.0,100868.02255637097
2015-04-20,2,rebound,0.00039885355032733834,0.0,0.0,100908.25412528208
2015-04-21,1,rebound,-0.0008036267808624099,0.0,0.0,100827.16154985693
2015-04-22,1,rebound,-0.004809795866954336,0.0,0.0,100342.2034849577
2015-04-23,3,rebound,0.00400851067657817,0.0,0.0,100744.42627893854
2015-04-24,1,rebound,0.00022301370530897178,0.0,0.0,100766.89366673224
2015-04-27,3,rebound,0.001954597362784949,0.0,0.0,100963.85237134928
2015-04-28,2,rebound,-0.0008136131841248392,0.0,0.0,100881.70684993992
2015-04-29,2,rebound,-0.007143752062537989,0.0,0.0,100161.03294855829
2015-04-30,0,cautious,-0.008004326530579342,0.0004,0.4,99359.31133519791
2015-05-01,0,defensive,-0.005793560254004315,0.00019999999999999996,0.19999999999999996,98783.66717818107
2015-05-04,0,cautious,-0.0004138745957889881,0.00019999999999999996,0.19999999999999996,98742.78312785714
2015-05-05,0,defensive,-0.0023410705688568624,0.00019999999999999996,0.19999999999999996,98511.61930438949
2015-05-06,0,cautious,-0.008440657393498753,0.00019999999999999996,0.19999999999999996,97680.11647656237
2015-05-07,0,defensive,0.004850340346235239,0.00019999999999999996,0.19999999999999996,98153.89828653359
2015-05-08,0,cautious,0.006285198371207668,0.00019999999999999996,0.19999999999999996,98770.8150081718
2015-05-11,0,defensive,-0.014475094016482648,0.00019999999999999996,0.19999999999999996,97341.09817484391
2015-05-12,0,cautious,0.002503162476750609,0.00019999999999999996,0.19999999999999996,97584.75875924088
2015-05-13,0,defensive,0.0012039407861708321,0.00019999999999999996,0.19999999999999996,97702.24503041977
2015-05-14,0,cautious,0.005626693026403529,0.00019999999999999996,0.19999999999999996,98251.9855711964
2015-05-15,0,defensive,0.010937948632526305,0.00019999999999999996,0.19999999999999996,99326.66074241787
2015-05-18,0,cautious,-0.006004759373275958,0.00019999999999999996,0.19999999999999996,98730.22804530863
2015-05-19,0,defensive,-0.008859700118304115,0.00019999999999999996,0.19999999999999996,97855.50783221541
2015-05-20,0,cautious,0.000755661836722721,0.00019999999999999996,0.19999999999999996,97929.45350499735
2015-05-21,0,defensive,0.006367555171345785,0.00019999999999999996,0.19999999999999996,98553.02470309017
2015-05-22,0,cautious,-0.0009839033897605207,0.00019999999999999996,0.19999999999999996,98456.05804801364
2015-05-26,0,defensive,0.0018188085298809782,0.00019999999999999996,0.19999999999999996,98635.13076620983
2015-05-27,0,cautious,0.0035094541616383255,0.00019999999999999996,0.19999999999999996,98981.28623636103
2015-05-28,0,defensive,-0.001305228248011547,0.00019999999999999996,0.19999999999999996,98852.09306554083
2015-05-29,0,cautious,-0.0009712297054773275,0.00019999999999999996,0.19999999999999996,98756.08497630696
2015-06-01,0,defensive,-0.0054294350402799615,0.00019999999999999996,0.19999999999999996,98219.89522809573
2015-06-02,0,cautious,-0.004868013375000013,0.00019999999999999996,0.19999999999999996,97741.75946443426
2015-06-03,0,defensive,-0.009857096656411046,0.00019999999999999996,0.19999999999999996,96778.30949402566
2015-06-04,0,cautious,0.0003618045269327086,0.00019999999999999996,0.19999999999999996,96813.32432450948
2015-06-05,0,defensive,-0.008227753365635238,0.00019999999999999996,0.19999999999999996,96016.76816946016
2015-06-08,0,cautious,-0.0016048774004203009,0.00019999999999999996,0.19999999999999996,95862.6730281636
2015-06-09,0,defensive,-0.003520988605448849,0.00019999999999999996,0.19999999999999996,95525.14164874358
2015-06-10,0,cautious,0.002449826906302643,0.00019999999999999996,0.19999999999999996,95759.16171098304
2015-06-11,0,defensive,0.00959124502403501,0.00019999999999999996,0.19999999999999996,96677.61129424926
2015-06-12,0,cautious,-0.0025757957486577717,0.00019999999999999996,0.19999999999999996,96428.58951408714
2015-06-15,0,defensive,0.0010731058043580214,0.00019999999999999996,0.19999999999999996,96532.06759320077
2015-06-16,0,cautious,0.003502747295668163,0.00019999999999999996,0.19999999999999996,96870.19503190811
2015-06-17,0,defensive,-0.0023367980249928365,0.00019999999999999996,0.19999999999999996,96643.82895147687
2015-06-18,0,cautious,0.004830054326812028,0.00019999999999999996,0.19999999999999996,97110.62389566364
2015-06-19,0,defensive,0.004813237890967748,0.00019999999999999996,0.19999999999999996,97578.04043021376
2015-06-22,0,cautious,-0.010682575089425718,0.00019999999999999996,0.19999999999999996,96535.65568623898
2015-06-23,0,defensive,-0.0050388613335923035,0.00019999999999999996,0.19999999999999996,96049.22590348861
2015-06-24,0,cautious,0.0002738508430200965,0.00019999999999999996,0.19999999999999996,96075.5290649737
2015-06-25,0,defensive,-0.002960637177661063,0.00019999999999999996,0.19999999999999996,95791.08428176049
2015-06-26,0,cautious,-0.00443336744019721,0.00019999999999999996,0.19999999999999996,95366.40720764454
2015-06-29,0,defensive,0.01019964469618273,0.00019999999999999996,0.19999999999999996,96339.11067711399
2015-06-30,0,cautious,-0.004202380969546382,0.00019999999999999996,0.19999999999999996,95934.25703178147
2015-07-01,0,defensive,-0.006387244205984422,0.00019999999999999996,0.19999999999999996,95321.5015043998
2015-07-02,0,cautious,0.0002505570789674952,0.00019999999999999996,0.19999999999999996,95345.38498137954
2015-07-06,0,defensive,0.009303363587037716,0.00019999999999999996,0.19999999999999996,96232.41776420739
2015-07-07,0,cautious,0.0019642503747784095,0.00019999999999999996,0.19999999999999996,96421.44232686656
2015-07-08,0,defensive,0.0016566613529084952,0.00019999999999999996,0.19999999999999996,96581.18000396117
2015-07-09,0,cautious,-0.006809144529009602,0.00019999999999999996,0.19999999999999996,95923.54479053192
2015-07-10,0,defensive,-0.005260444707575151,0.00019999999999999996,0.19999999999999996,95418.94428700671
2015-07-13,0,cautious,0.0005249429856171938,0.00019999999999999996,0.19999999999999996,95469.03379250517
2015-07-14,0,defensive,0.0016339776607998237,0.00019999999999999996,0.19999999999999996,95625.02806102026
2015-07-15,0,cautious,0.002367670333866257,0.00019999999999999996,0.19999999999999996,95851.43660313546
2015-07-16,0,defensive,0.0037684730256950295,0.00019999999999999996,0.19999999999999996,96212.6501564485
2015-07-17,0,cautious,-0.0009134625457219213,0.00019999999999999996,0.19999999999999996,96124.76350410594
2015-07-20,0,defensive,-0.010347781172704495,0.00019999999999999996,0.19999999999999996,95130.08548608748
2015-07-21,0,cautious,-0.00015635230176196338,0.00019999999999999996,0.19999999999999996,95115.21167825491
2015-07-22,0,defensive,0.0009310320130991868,0.00019999999999999996,0.19999999999999996,95203.76698526008
2015-07-23,0,cautious,0.0017487898029621702,0.00019999999999999996,0.19999999999999996,95370.2583621675
2015-07-24,0,defensive,0.001897373683374104,0.00019999999999999996,0.19999999999999996,95551.21138056046
2015-07-27,3,rebound,-0.0028324580824496174,0.0006,0.6,95280.56657959774
2015-07-28,1,rebound,0.004258723556702893,0.0,0.0,95686.34017298627
2015-07-29,1,rebound,0.0026112509407375086,0.0,0.0,95936.2012187787
2015-07-30,1,rebound,0.0007185354579972711,0.0,0.0,96005.13478105995
2015-07-31,1,rebound,0.0027266448895971076,0.0,0.0,96266.90669118581
2015-08-03,1,rebound,-0.00011031091158904011,0.0,0.0,96256.28740095285
2015-08-04,1,rebound,-0.002953389338802936,0.0,0.0,95972.00510795011
2015-08-05,1,rebound,-0.0013326145994703054,0.0,0.0,95844.11141280283
2015-08-06,1,rebound,-0.0005452009758950549,0.0,0.0,95791.85710972677
2015-08-07,1,rebound,0.0034733826431813334,0.0,0.0,96124.5788835698
2015-08-10,1,rebound,0.0046290590280449575,0.0,0.0,96569.54523326781
2015-08-11,1,rebound,0.0012737222183198838,0.0,0.0,96692.54800864447
2015-08-12,1,rebound,0.0017683145302836768,0.0,0.0,96863.5308462583
2015-08-13,1,rebound,-0.0032413921249328623,0.0,0.0,96549.55816018005
2015-08-14,1,rebound,0.0025058627454418,0.0,0.0,96791.4981010625
2015-08-17,1,rebound,0.0046729537470826974,0.0,0.0,97243.80029479961
2015-08-18,1,rebound,-0.003846759955237067,0.0,0.0,96869.72673793051
2015-08-19,1,rebound,0.0016984463282835205,0.0,0.0,97034.25476963035
2015-08-20,1,rebound,-0.003928639705821102,0.0,0.0,96653.04214351762
2015-08-21,1,rebound,-0.012896990719459689,0.0,0.0,95406.50875598512
2015-08-24,1,rebound,-0.022228097531216306,0.0,0.0,93285.80357424423
2015-08-25,1,rebound,-0.013182395014473668,0.0,0.0,92056.07326228594
2015-08-26,1,rebound,0.010676058266033807,0.0,0.0,93038.86926417639
2015-08-27,1,rebound,0.01265103007277628,0.0,0.0,94215.90679717458
2015-08-28,1,rebound,0.0027112787968015307,0.0,0.0,94471.3523875952
2015-08-31,1,rebound,-0.006123676730340433,0.0,0.0,93892.84036529549
2015-09-01,1,rebound,-0.012063670281778604,0.0,0.0,92760.1480973089
2015-09-02,1,rebound,0.005846696474398738,0.0,0.0,93302.48852815415
2015-09-03,1,rebound,0.0003852868414260911,0.0,0.0,93338.43674925635
2015-09-04,1,rebound,-0.005478203675372473,0.0,0.0,92827.10978200306
2015-09-08,1,rebound,0.00819516811482316,0.0,0.0,93587.84355227971
2015-09-09,1,rebound,-0.007831931376285784,0.0,0.0,92854.8699839237
2015-09-10,3,rebound,0.001166352419580985,0.0,0.0,92963.17148619932
2015-09-11,1,rebound,0.0037485336163039615,0.0,0.0,93311.64705959357
2015-09-14,1,rebound,-0.001272520267988686,0.0,0.0,93192.90609747084
2015-09-15,1,rebound,-0.00010223433695241168,0.0,0.0,93183.3785825073
2015-09-16,1,rebound,0.005864256912188071,0.0,0.0,93729.8298544608
2015-09-17,1,rebound,0.00458774979559512,0.0,0.0,94159.83886221675
2015-09-18,1,rebound,-0.0020796063545917456,0.0,0.0,93964.02346297157
2015-09-21,1,rebound,-0.0035509029539947056,0.0,0.0,93630.36633448767
2015-09-22,1,rebound,-0.0036822232978301005,0.0,0.0,93285.59841818645
2015-09-23,1,rebound,-2.6166453697684666e-05,0.0,0.0,93283.15746489479
2015-09-24,1,rebound,0.004432154155333634,0.0,0.0,93696.60279887545
2015-09-25,1,rebound,-0.003954200555063514,0.0,0.0,93326.10764008058
2015-09-28,1,rebound,-0.009946101537106821,0.0,0.0,92397.87669742937
2015-09-29,1,rebound,0.00033007931934705395,0.0,0.0,92428.37532567877
2015-09-30,1,rebound,0.0062140561173867894,0.0,0.0,93002.73043679142
2015-10-01,1,rebound,0.002341339966484712,0.0,0.0,93220.48144655528
2015-10-02,1,rebound,0.013521264216160756,0.0,0.0,94480.94020655187
2015-10-05,1,rebound,0.004423253969063246,0.0,0.0,94898.85340032131
2015-10-06,1,rebound,0.0015853216122653669,0.0,0.0,95049.29860359605
2015-10-07,2,rebound,0.002807342296015947,0.0,0.0,95316.13451977259
2015-10-08,2,rebound,0.0009797960101935123,0.0,0.0,95409.52488808215
2015-10-09,1,rebound,0.004255697994045571,0.0,0.0,95815.5590117612
2015-10-12,2,rebound,0.003547374662708691,0.0,0.0,96155.45269809278
2015-10-13,2,rebound,-0.0016517000554816198,0.0,0.0,95996.63273153648
2015-10-14,2,rebound,0.003714641071075131,0.0,0.0,96353.22576616597
2015-10-15,2,rebound,0.005293541534637724,0.0,0.0,96863.27556875549
2015-10-16,2,rebound,0.0009579288092756765,0.0,0.0,96956.0636909836
2015-10-19,2,rebound,-0.001412802487672571,0.0,0.0,96819.08392300604
