Date,cluster,action,portfolio_return,transaction_cost,turnover,portfolio_nav
2015-04-01,2,rebound,0.004585849988881597,0.001,1.0,100458.58499888815
2015-04-02,1,defensive,-0.006008548476628472,0.0006,0.6,99854.97472102883
2015-04-06,1,rebound,0.003537585980732328,0.0006,0.6,100208.22027970833
2015-04-07,1,defensive,0.0015718395741194835,0.0006,0.6,100365.73152599606
2015-04-08,1,rebound,7.77895439850523e-05,0.0006,0.6,100373.53893048318
2015-04-09,1,defensive,-0.00827596799940351,0.0006,0.6,99542.8507343076
2015-04-10,1,rebound,0.004836167209726772,0.0006,0.6,100024.25660499159
2015-04-13,1,defensive,-0.002957355173328668,0.0006,0.6,99728.44935226247
2015-04-14,1,rebound,0.0012668251322816909,0.0006,0.6,99854.7878583054
2015-04-15,2,cautious,0.003204840196629499,0.0004,0.4,100174.80649625961
2015-04-16,1,cautious,-0.003115699173219644,0.0,0.0,99862.69193448177
2015-04-17,1,cautious,0.002621366387148394,0.0,0.0,100124.46863844898
2015-04-20,1,cautious,-0.003072202163778193,0.0,0.0,99816.86602925078
2015-04-21,2,cautious,-0.000442938418891248,0.0,0.0,99772.65330443312
2015-04-22,1,cautious,-0.00866257844200341,0.0,0.0,98908.36486881666
2015-04-23,2,cautious,0.0046649792110458055,0.0,0.0,99369.77033472822
2015-04-24,1,cautious,-0.001021505653451826,0.0,0.0,99268.26355254909
2015-04-27,1,cautious,0.004803008829959754,0.0,0.0,99745.04989892675
2015-04-28,1,cautious,-0.001961449110230618,0.0,0.0,99549.40505955259
2015-04-29,1,cautious,-0.00825130550463783,0.0,0.0,98727.99250560129
2015-04-30,1,cautious,-0.0076043265305793415,0.0,0.0,97977.2326128801
2015-05-01,1,cautious,-0.00316323009292,0.0,0.0,97667.30808225802
2015-05-04,1,cautious,-0.00021387459578898812,0.0,0.0,97646.41952622012
2015-05-05,1,cautious,-0.0031478258661123857,0.0,0.0,97339.04560110223
2015-05-06,1,cautious,-0.008240657393498753,0.0,0.0,96536.90787529339
2015-05-07,2,cautious,0.0041056415785352355,0.0,0.0,96933.25381812942
2015-05-08,2,cautious,0.006485198371207668,0.0,0.0,97561.88519790662
2015-05-11,1,cautious,-0.01231986561086439,0.0,0.0,96359.93588352583
2015-05-12,1,cautious,0.002703162476750609,0.0,0.0,96620.41244646827
2015-05-13,2,cautious,0.0022240636195347994,0.0,0.0,96835.30239069491
2015-05-14,1,cautious,0.005826693026403529,0.0,0.0,97399.53197184444
2015-05-15,1,cautious,0.009241348660658866,0.0,0.0,98299.63500618126
2015-05-18,1,cautious,-0.005804759373275958,0.0,0.0,97729.02927848951
2015-05-19,1,cautious,-0.0078059206916318066,0.0,0.0,96966.16422667146
