epoch,train_loss,val_loss
1,0.981956793415931,0.9790896624326706
2,0.9785081551920983,0.9787105023860931
3,0.9673514096967636,0.9820651188492775
4,0.9679334951985267,0.9800849035382271
5,0.9601106624449453,0.9792825430631638
6,0.9755710747934156,0.9796594753861427
7,1.00365375895654,0.9803310409188271
8,0.9550672096590842,0.9800002723932266
9,0.961122618567559,0.9789636209607124
10,0.9560668949157961,0.9784073308110237
11,0.955921874892327,0.9799812808632851
12,0.9591363322350287,0.9795982092618942
13,0.9679775449537462,0.9790238961577415
14,0.9565935442524571,0.979595385491848
15,0.9631430410569713,0.980807825922966
16,0.9583986478467141,0.9812316447496414
17,0.9576956245207018,0.9792081639170647
18,0.9970078718277716,0.9791587367653847
