Date,state_index,action,portfolio_return,transaction_cost,turnover,portfolio_nav
2015-05-19,34,aggressive,-0.0033900304300905743,0.0,0.0,99900.5040115281
2015-05-20,35,aggressive,8.553808283606766e-06,0.0,0.0,99901.35854128686
2015-05-21,36,aggressive,0.004499903635464521,0.0,0.0,100350.90502777464
2015-05-22,37,aggressive,-0.0016669285892871978,0.0,0.0,100183.627235223
2015-05-26,38,aggressive,-0.005565914366609271,0.0,0.0,99626.01374509545
2015-05-27,39,aggressive,0.00708412403073131,0.0,0.0,100331.77678315307
2015-05-28,40,aggressive,-0.0011645142500116723,0.0,0.0,100214.93899936009
2015-05-29,41,aggressive,-0.003837705856830265,0.0,0.0,99830.34354102037
2015-06-01,42,aggressive,-0.0008116621739636679,0.0,0.0,99749.31502735431
2015-06-02,43,aggressive,-0.0030816701403161843,0.0,0.0,99441.92054171753
2015-06-03,44,aggressive,-0.002077053045618694,0.0,0.0,99235.37439779418
2015-06-04,45,aggressive,-0.004012663099113101,0.0,0.0,98837.17627282147
2015-06-05,46,aggressive,-0.0041670925314224345,0.0,0.0,98425.31261374812
2015-06-08,47,aggressive,-0.00423154157948864,0.0,0.0,98008.82181094887
2015-06-09,48,aggressive,-0.0014621684088902524,0.0,0.0,97865.51640790435
2015-06-10,49,aggressive,0.007495897950985531,0.0,0.0,98599.1063318185
2015-06-11,50,aggressive,0.006006346967300735,0.0,0.0,99191.3267751132
2015-06-12,51,aggressive,-0.005384602349768575,0.0,0.0,98657.22092388324
2015-06-15,52,aggressive,-0.002236210367725522,0.0,0.0,98436.60262360227
2015-06-16,53,aggressive,0.005030026417044631,0.0,0.0,98931.74133520311
2015-06-17,54,aggressive,5.429004409218657e-05,0.0,0.0,98937.11234380232
2015-06-18,55,aggressive,0.007589253709595668,0.0,0.0,99687.9711906742
2015-06-19,56,aggressive,-0.0007124476503066244,0.0,0.0,99616.94872983557
2015-06-22,57,aggressive,-0.0017807238959655972,0.0,0.0,99439.55844878916
2015-06-23,58,aggressive,-0.0013646473453496793,0.0,0.0,99303.85851932928
2015-06-24,59,aggressive,-0.0036248252780361145,0.0,0.0,98943.8993827619
2015-06-25,60,aggressive,-0.0029625664986511094,0.0,0.0,98650.77150120461
2015-06-26,61,aggressive,-0.002274959065216942,0.0,0.0,98426.34503428731
2015-06-29,62,aggressive,-0.00893226963199827,0.0,0.0,97547.17438154896
2015-06-30,63,aggressive,-0.0005403783775445816,0.0,0.0,97494.46199772261
2015-07-01,64,aggressive,0.0025641669309456657,0.0,0.0,97744.4540731275
2015-07-02,65,aggressive,-0.00018018628453210226,0.0,0.0,97726.84186311446
2015-07-06,66,aggressive,0.0019832863168594457,0.0,0.0,97920.66217137146
2015-07-07,67,aggressive,0.005120874645042473,0.0,0.0,98422.10160751059
2015-07-08,68,aggressive,-0.009718812237159858,0.0,0.0,97465.55568200053
2015-07-09,69,aggressive,-0.002431072465348284,0.0,0.0,97228.60985326215
2015-07-10,70,aggressive,0.005759280542551393,0.0,0.0,97788.57669416937
2015-07-13,71,aggressive,0.0066569133997408944,0.0,0.0,98439.54678070638
2015-07-14,72,aggressive,0.0034683512735101288,0.0,0.0,98780.969708147
2015-07-15,73,aggressive,0.0013629463575591033,0.0,0.0,98915.60287100686
2015-07-16,74,aggressive,0.006635138234720884,0.0,0.0,99571.92156962676
2015-07-17,75,aggressive,0.0006154057545192271,0.0,0.0,99633.19870314925
2015-07-20,76,aggressive,-0.003195210701447749,0.0,0.0,99314.84964043347
2015-07-21,77,aggressive,-0.0019951982420490792,0.0,0.0,99116.69682702151
2015-07-22,78,aggressive,-0.0005522682630141662,0.0,0.0,99061.95782102915
2015-07-23,79,aggressive,-0.001897844433342566,0.0,0.0,98873.9536358225
2015-07-24,80,aggressive,-0.005787238846162724,0.0,0.0,98301.74645046757
2015-07-27,81,aggressive,-0.0034662354574375278,0.0,0.0,97961.00945139294
2015-07-28,82,aggressive,0.007291974397258484,0.0,0.0,98675.3386242421
2015-07-29,83,aggressive,0.004215721404388128,0.0,0.0,99091.32636136554
2015-07-30,84,aggressive,0.0008513835143019734,0.0,0.0,99175.69108303994
2015-07-31,85,aggressive,0.0010499857378599934,0.0,0.0,99279.82414421956
2015-08-03,86,aggressive,-0.001046542354240987,0.0,0.0,99175.92360333103
2015-08-04,87,aggressive,-0.002752757998677847,0.0,0.0,98902.9162863557
2015-08-05,88,aggressive,0.00044142957408314085,0.0,0.0,98946.57495856757
2015-08-06,89,aggressive,-0.0035131600262264355,0.0,0.0,98598.95980669111
2015-08-07,90,aggressive,0.0015284336949281448,0.0,0.0,98749.66177914453
2015-08-10,91,aggressive,0.007365087200778443,0.0,0.0,99476.9616491953
2015-08-11,92,aggressive,-0.002629658407318336,0.0,0.0,99215.37122066002
2015-08-12,93,aggressive,0.0011507243969508308,0.0,0.0,99329.54076887616
2015-08-13,94,aggressive,-0.002341820639885095,0.0,0.0,99096.9288001533
2015-08-14,95,aggressive,0.003009132199659237,0.0,0.0,99395.12455949318
2015-08-17,96,aggressive,0.005076526128963811,0.0,0.0,99899.70650641106
2015-08-18,97,aggressive,-0.0036203776371102506,0.0,0.0,99538.03184302138
2015-08-19,98,aggressive,-0.002214605408361259,0.0,0.0,99317.59437936419
2015-08-20,99,aggressive,-0.010856019658662175,0.0,0.0,98239.40062233078
2015-08-21,100,aggressive,-0.01984381624401537,0.0,0.0,96289.95600845905
2015-08-24,101,aggressive,-0.03007786539015223,0.0,0.0,93393.75967321293
2015-08-25,102,aggressive,-0.012689950993044275,0.0,0.0,92208.59743990371
2015-08-26,103,aggressive,0.02165012380876439,0.0,0.0,94204.92499071013
2015-08-27,104,aggressive,0.017484857889367735,0.0,0.0,95852.08471665124
2015-08-28,105,aggressive,0.001525861510079052,0.0,0.0,95998.34172338122
2015-08-31,106,aggressive,-0.007081695818425561,0.0,0.0,95318.51066822297
2015-09-01,107,aggressive,-0.019102884306926207,0.0,0.0,93497.6521866194
2015-09-02,108,aggressive,0.011034428280662279,0.0,0.0,94529.34532408294
2015-09-03,109,aggressive,0.0007589475009107229,0.0,0.0,94601.08813447939
2015-09-04,110,aggressive,-0.009093965947310878,0.0,0.0,93740.78906040588
2015-09-08,111,aggressive,0.014668791255612204,0.0,0.0,95115.85312726935
2015-09-09,112,aggressive,-0.009693347212708005,0.0,0.0,94193.8621374738
2015-09-10,113,aggressive,0.002694314545979637,0.0,0.0,94447.6500303728
2015-09-11,114,aggressive,0.004234072186126227,0.0,0.0,94847.54819841139
2015-09-14,115,aggressive,-0.002227568032032601,0.0,0.0,94636.26883212793
2015-09-15,116,aggressive,0.004615358321439833,0.0,0.0,95073.04912299232
2015-09-16,117,aggressive,0.0066434776514495255,0.0,0.0,95704.66480009607
2015-09-17,118,aggressive,0.0018925587189686623,0.0,0.0,95885.79149790946
2015-09-18,119,aggressive,-0.00762428813018936,0.0,0.0,95154.73059593815
2015-09-21,120,aggressive,-0.00026490813824708886,0.0,0.0,95129.52333341057
2015-09-22,121,aggressive,-0.006986792677492348,0.0,0.0,94464.87307637135
2015-09-23,122,aggressive,-0.0007365585043862088,0.0,0.0,94395.29417074118
2015-09-24,123,aggressive,0.0009298415073097814,0.0,0.0,94483.06683335586
2015-09-25,124,aggressive,-0.00252601741069527,0.0,0.0,94244.40096151891
2015-09-28,125,aggressive,-0.015411109491455854,0.0,0.0,92791.99017934427
2015-09-29,126,aggressive,0.0005697781572333915,0.0,0.0,92844.86102851469
2015-09-30,127,aggressive,0.011329855479994834,0.0,0.0,93896.77988602794
2015-10-01,128,aggressive,0.0025581974054092243,0.0,0.0,94136.98638470867
2015-10-02,129,aggressive,0.01378556193134184,0.0,0.0,95434.71764054496
2015-10-05,130,aggressive,0.009540820438364085,0.0,0.0,96345.24314513936
2015-10-06,131,aggressive,-0.0005333541878064008,0.0,0.0,96293.85700623268
2015-10-07,132,aggressive,0.004923334423778025,0.0,0.0,96767.94386722983
2015-10-08,133,aggressive,0.004133072502805034,0.0,0.0,97167.89279518045
2015-10-09,134,aggressive,0.0025275373443234056,0.0,0.0,97413.48827288949
2015-10-12,135,aggressive,0.0025786833423858905,0.0,0.0,97664.68681242251
2015-10-13,136,aggressive,-0.0035766782370035056,0.0,0.0,97315.37165257675
2015-10-14,137,aggressive,0.00013746469552646846,0.0,0.0,97328.74908051103
2015-10-15,138,aggressive,0.009311289072921426,0.0,0.0,98235.00519830552
2015-10-16,139,aggressive,0.0025412118647222927,0.0,0.0,98484.6411590465
2015-10-19,140,aggressive,-0.0006222960082872599,0.0,0.0,98423.35455997563
2015-10-20,141,aggressive,-0.0014909884292290457,0.0,0.0,98276.60647716079
2015-10-21,142,aggressive,-0.003242923036388379,0.0,0.0,97957.90300607793
2015-10-22,143,aggressive,0.012128239790277984,0.0,0.0,99145.95994308844
2015-10-23,144,aggressive,0.005797076259178114,0.0,0.0,99720.71663366795
2015-10-26,145,aggressive,-0.0004522730394666664,0.0,0.0,99675.61564205824
2015-10-27,146,aggressive,-0.0006281186624648826,0.0,0.0,99613.00752768079
2015-10-28,147,aggressive,0.006352040634724065,0.0,0.0,100245.75339924371
2015-10-29,148,aggressive,-0.004540597748920928,0.0,0.0,99790.57775702023
2015-10-30,149,aggressive,-0.0018897114071626975,0.0,0.0,99602.00236390543
2015-11-02,150,aggressive,0.006712798366885931,0.0,0.0,100270.61052271242
2015-11-03,151,aggressive,-0.0010930383497540833,0.0,0.0,100161.01090005785
2015-11-04,152,aggressive,-0.0028358384796909886,0.0,0.0,99876.97045118273
2015-11-05,153,aggressive,-0.0015387272199054005,0.0,0.0,99723.2870381078
2015-11-06,154,aggressive,-0.004755203488130867,0.0,0.0,99249.08251573631
2015-11-09,155,aggressive,-0.007370261270435419,0.0,0.0,98517.59084674434
2015-11-10,156,aggressive,0.0019957618345364807,0.0,0.0,98714.20849458677
2015-11-11,157,aggressive,-0.003509473702908195,0.0,0.0,98367.77357577161
2015-11-12,158,aggressive,-0.00879015276608899,0.0,0.0,97503.10581878053
2015-11-13,159,aggressive,-0.006995906840838152,0.0,0.0,96820.98317377997
2015-11-16,160,aggressive,0.010605646381457536,0.0,0.0,97847.8322836261
2015-11-17,161,aggressive,-0.0014969405375094837,0.0,0.0,97701.35989697333
2015-11-18,162,aggressive,0.011611677673565258,0.0,0.0,98835.83659636597
2015-11-19,163,aggressive,0.0018326306963561082,0.0,0.0,99016.96618441251
2015-11-20,164,aggressive,0.0014845249540853533,0.0,0.0,99163.95934159111
2015-11-23,165,aggressive,-0.0009933526434389496,0.0,0.0,99065.45456044527
2015-11-24,166,aggressive,0.001585824492764143,0.0,0.0,99222.55498467403
2015-11-25,167,aggressive,-0.00010311724381655288,0.0,0.0,99212.32342827959
2015-11-27,168,aggressive,-0.00057647309394413,0.0,0.0,99155.13019323551
2015-11-30,169,aggressive,-0.00145079204960783,0.0,0.0,99011.27671867334
2015-12-01,170,aggressive,0.009729577650087884,0.0,0.0,99974.614623742
2015-12-02,171,aggressive,-0.008632762047520417,0.0,0.0,99111.55756490269
2015-12-03,172,aggressive,-0.014176055780815412,0.0,0.0,97706.54659633913
2015-12-04,173,aggressive,0.017629724524681725,0.0,0.0,99429.08609709056
2015-12-07,174,aggressive,-0.0035979028352365774,0.0,0.0,99071.34990631686
2015-12-08,175,aggressive,-0.0044397797471962715,0.0,0.0,98631.4949334754
2015-12-09,176,aggressive,-0.005853386202392175,0.0,0.0,98054.16670191048
2015-12-10,177,aggressive,0.0019818331647537216,0.0,0.0,98248.49370142262
2015-12-11,178,aggressive,-0.009868900295256514,0.0,0.0,97278.88911292412
2015-12-14,179,aggressive,-0.0003293761637081619,0.0,0.0,97246.84776561831
2015-12-15,180,aggressive,0.005904632257382048,0.0,0.0,97821.05463986391
2015-12-16,181,aggressive,0.011025823316160133,0.0,0.0,98899.6123049235
2015-12-17,182,aggressive,-0.010595439781264827,0.0,0.0,97851.72741835624
2015-12-18,183,aggressive,-0.009828429259154082,0.0,0.0,96889.9986375389
2015-12-21,184,aggressive,0.006813421014632183,0.0,0.0,97550.15099036359
2015-12-22,185,aggressive,0.004383772350163006,0.0,0.0,97977.78864502937
2015-12-23,186,aggressive,0.006871669118755664,0.0,0.0,98651.05958958539
2015-12-24,187,aggressive,0.0007136523627409687,0.0,0.0,98721.46215134839
2015-12-28,188,aggressive,-0.0017653736391491262,0.0,0.0,98547.18188444816
2015-12-29,189,aggressive,0.0040791957431319135,0.0,0.0,98949.17512928884
2015-12-30,190,aggressive,-0.005924474425197491,0.0,0.0,98362.95327184098
2015-12-31,191,aggressive,-0.006063212469927638,0.0,0.0,97766.55778698424
2016-01-04,192,aggressive,-0.006933096774263471,0.0,0.0,97088.73278056046
2016-01-05,193,aggressive,0.0006588930448162334,0.0,0.0,97152.7038713196
2016-01-06,194,aggressive,-0.004690621096826408,0.0,0.0,96696.99734892705
2016-01-07,195,aggressive,-0.015021180673399028,0.0,0.0,95244.49428117363
2016-01-08,196,aggressive,-0.0072310290175117585,0.0,0.0,94555.77857926823
2016-01-11,197,aggressive,-0.002385074329928794,0.0,0.0,94330.25601903237
2016-01-12,198,aggressive,0.008026893317208827,0.0,0.0,95087.43492068214
2016-01-13,199,aggressive,-0.014997566688970633,0.0,0.0,93661.35477417604
2016-01-14,200,aggressive,0.007996341185766776,0.0,0.0,94410.3029228715
2016-01-15,201,aggressive,-0.010879946168884736,0.0,0.0,93383.12390928256
2016-01-19,202,aggressive,0.0002152289338435253,0.0,0.0,93403.22265948054
2016-01-20,203,aggressive,-0.0055279509402621834,0.0,0.0,92886.89422695655
2016-01-21,204,aggressive,0.0026776066090143935,0.0,0.0,93135.60878882946
2016-01-22,205,aggressive,0.013133499427869611,0.0,0.0,94358.80525357183
2016-01-25,206,aggressive,-0.008468233940222026,0.0,0.0,93559.75281636474
2016-01-26,207,aggressive,0.010786197799338182,0.0,0.0,94568.90681629923
2016-01-27,208,aggressive,-0.007292988739404239,0.0,0.0,93879.2168437902
2016-01-28,209,aggressive,0.002864216192059976,0.0,0.0,94148.1072167721
2016-01-29,210,aggressive,0.01914425029038638,0.0,0.0,95950.50214569613
2016-02-01,211,aggressive,0.0001628068014035478,0.0,0.0,95966.12354004353
2016-02-02,212,aggressive,-0.008868010324385368,0.0,0.0,95115.09496569917
2016-02-03,213,aggressive,0.003611318339575754,0.0,0.0,95458.5858525193
2016-02-04,214,aggressive,0.003275076355053198,0.0,0.0,95771.22000993173
2016-02-05,215,aggressive,-0.011519062889587428,0.0,0.0,94668.02530362482
2016-02-08,216,aggressive,-0.003774615469172815,0.0,0.0,94310.68991087771
2016-02-09,217,aggressive,3.128862117628416e-05,0.0,0.0,94313.6407623272
2016-02-10,218,aggressive,0.0019332749037778267,0.0,0.0,94495.97495709693
2016-02-11,219,aggressive,-0.003686028404325892,0.0,0.0,94147.6601093106
2016-02-12,220,aggressive,0.010523607943204484,0.0,0.0,95138.43317307107
2016-02-16,221,aggressive,0.0066674329628261374,0.0,0.0,95772.76229844084
2016-02-17,222,aggressive,0.010823300731767006,0.0,0.0,96809.33970670891
2016-02-18,223,aggressive,0.002025550555415035,0.0,0.0,97005.4319185212
2016-02-19,224,aggressive,-0.0007601790465389892,0.0,0.0,96931.69042177626
2016-02-22,225,aggressive,0.008250838029163156,0.0,0.0,97731.45809933933
2016-02-23,226,aggressive,-0.006533057644470586,0.0,0.0,97092.97284989819
2016-02-24,227,aggressive,0.0031399534928914677,0.0,0.0,97397.84026913343
2016-02-25,228,aggressive,0.00945854385789795,0.0,0.0,98319.08201298358
2016-02-26,229,aggressive,-0.004226894057465703,0.0,0.0,97903.49766948742
2016-02-29,230,aggressive,-0.0033092769647605656,0.0,0.0,97579.5078798803
2016-03-01,231,aggressive,0.012200039382997407,0.0,0.0,98769.98171898833
2016-03-02,232,aggressive,0.004742636604311691,0.0,0.0,99238.411849696
2016-03-03,233,aggressive,0.0051999799976117705,0.0,0.0,99754.44960630918
2016-03-04,234,aggressive,0.0008376747609301846,0.0,0.0,99838.01139103487
2016-03-07,235,aggressive,0.0009943324142250856,0.0,0.0,99937.28356193277
2016-03-08,236,aggressive,-0.005895785144709398,0.0,0.0,99348.0748101057
2016-03-09,237,aggressive,0.001413153172535497,0.0,0.0,99488.46885720889
2016-03-10,238,aggressive,0.0013464103612039094,0.0,0.0,99622.42116249855
2016-03-11,239,aggressive,0.007555256457516092,0.0,0.0,100375.0941032999
2016-03-14,240,aggressive,-0.001559257440601225,0.0,0.0,100218.58349096829
2016-03-15,241,aggressive,-0.0008765920771250378,0.0,0.0,100130.73267469941
2016-03-16,242,aggressive,0.006874789641874558,0.0,0.0,100819.11039852473
2016-03-17,243,aggressive,0.004885832911694477,0.0,0.0,101311.69572623761
2016-03-18,244,aggressive,0.002895691087163821,0.0,0.0,101605.06310057754
2016-03-21,245,aggressive,-0.0012422859159601733,0.0,0.0,101478.84056169742
2016-03-22,246,aggressive,-0.00012872722216712427,0.0,0.0,101465.77747244317
2016-03-23,247,aggressive,-0.004617567835315095,0.0,0.0,100997.25236200116
2016-03-24,248,aggressive,-0.00047318527373296787,0.0,0.0,100949.46194949596
2016-03-28,249,aggressive,0.0009079223143255267,0.0,0.0,101041.11621861906
2016-03-29,250,aggressive,0.010424710797726557,0.0,0.0,102094.44063387765
2016-03-30,251,aggressive,-0.0004322274191856275,0.0,0.0,102050.31261728928
2016-03-31,252,aggressive,0.00018101988517673652,0.0,0.0,102068.78575316152
2016-04-01,253,aggressive,0.004686734998994768,0.0,0.0,102547.15510365575
2016-04-04,254,aggressive,-0.0028112940037466785,0.0,0.0,102258.86490141157
2016-04-05,255,aggressive,-0.003504133867950088,0.0,0.0,101900.53614961238
2016-04-06,256,aggressive,0.005580364403658911,0.0,0.0,102469.17827425544
2016-04-07,257,aggressive,-0.004479162356167886,0.0,0.0,102010.20218826193
2016-04-08,258,aggressive,0.0004712487822097321,0.0,0.0,102058.27437181614
2016-04-11,259,aggressive,-0.0005494693399091921,0.0,0.0,102002.19647916478
2016-04-12,260,aggressive,0.005155299301880612,0.0,0.0,102528.04833146409
2016-04-13,261,aggressive,0.006707100864378013,0.0,0.0,103215.71429305106
2016-04-14,262,aggressive,-0.0023231709720826113,0.0,0.0,102975.92654174268
2016-04-15,263,aggressive,0.0016308931527983632,0.0,0.0,103143.86927524269
2016-04-18,264,aggressive,0.003901784458151903,0.0,0.0,103546.31442133448
2016-04-19,265,aggressive,0.0031460616570029303,0.0,0.0,103872.07751085941
2016-04-20,266,aggressive,-0.0020433244981766913,0.0,0.0,103659.83315020496
2016-04-21,267,aggressive,-0.004576068874873774,0.0,0.0,103185.47861415168
2016-04-22,268,aggressive,-0.001794112874223686,0.0,0.0,103000.3522185371
2016-04-25,269,aggressive,-0.0017433196469645031,0.0,0.0,102820.78968087025
2016-04-26,270,aggressive,0.0005304360790039153,0.0,0.0,102875.32953738865
2016-04-27,271,aggressive,0.0037231414011619007,0.0,0.0,103258.34893594748
2016-04-28,272,aggressive,-0.003638256340055667,0.0,0.0,102882.66859326758
2016-04-29,273,aggressive,-0.0013218536650232426,0.0,0.0,102746.6727607202
2016-05-02,274,aggressive,0.003218769920886277,0.0,0.0,103077.39066047357
2016-05-03,275,aggressive,-0.0038003744536341034,0.0,0.0,102685.65797826023
2016-05-04,276,aggressive,-0.003417766638103015,0.0,0.0,102334.70236221048
2016-05-05,277,aggressive,0.0010861750859122003,0.0,0.0,102445.85576634054
2016-05-06,278,aggressive,0.002615676709628701,0.0,0.0,102713.82100526654
2016-05-09,279,aggressive,-0.0008467587249566201,0.0,0.0,102626.84718115669
2016-05-10,280,aggressive,0.008992295223323588,0.0,0.0,103549.69808884857
2016-05-11,281,aggressive,-0.004475009373213835,0.0,0.0,103086.31221930751
2016-05-12,282,aggressive,-0.001494523609016696,0.0,0.0,102932.24729192929
2016-05-13,283,aggressive,-0.0037073841705125062,0.0,0.0,102550.63790768391
2016-05-16,284,aggressive,0.005256097369314583,0.0,0.0,103089.654045812
2016-05-17,285,aggressive,-0.0058530771359094355,0.0,0.0,102486.26234876766
2016-05-18,286,aggressive,-0.004376477796249635,0.0,0.0,102037.73349717766
2016-05-19,287,aggressive,-0.0017523856593267052,0.0,0.0,101858.924036287
2016-05-20,288,aggressive,0.004442433380300193,0.0,0.0,102311.42552050727
2016-05-23,289,aggressive,-0.0007920438722505253,0.0,0.0,102230.39038286255
2016-05-24,290,aggressive,0.006450247984230484,0.0,0.0,102889.80175235671
2016-05-25,291,aggressive,0.0037209131561528833,0.0,0.0,103272.64576933102
2016-05-26,292,aggressive,0.0008943132976706238,0.0,0.0,103365.00386972816
2016-05-27,293,aggressive,0.0018940086848687977,0.0,0.0,103560.77808476893
2016-05-31,294,aggressive,-0.0004742012522217398,0.0,0.0,103511.66943412006
2016-06-01,295,aggressive,0.0021425556209310305,0.0,0.0,103733.4489432981
2016-06-02,296,aggressive,0.003339420378554614,0.0,0.0,104079.8585366371
2016-06-03,297,aggressive,0.0035310547671699066,0.0,0.0,104447.37021728927
2016-06-06,298,aggressive,0.002109336464850631,0.0,0.0,104667.68486394636
2016-06-07,299,aggressive,0.0014929375199579822,0.0,0.0,104823.94717780687
2016-06-08,300,aggressive,0.004834125416737557,0.0,0.0,105330.67928514189
2016-06-09,301,aggressive,0.0008906392618383332,0.0,0.0,105424.49092358934
2016-06-10,302,aggressive,-0.005260850986899158,0.0,0.0,104869.86838647064
2016-06-13,303,aggressive,-0.0037688764450978466,0.0,0.0,104474.62680970837
2016-06-14,304,aggressive,-0.0014184004077064216,0.0,0.0,104326.43995644648
2016-06-15,305,aggressive,0.0005342554386762346,0.0,0.0,104382.17692439094
2016-06-16,306,aggressive,0.0020097703395942413,0.0,0.0,104591.96112755587
2016-06-17,307,aggressive,-0.0025694988584574535,0.0,0.0,104323.21220283478
2016-06-20,308,aggressive,0.0017723502163437428,0.0,0.0,104508.10947055215
2016-06-21,309,aggressive,-0.0008608853935089927,0.0,0.0,104418.13996560572
2016-06-22,310,aggressive,-0.0007625468557206584,0.0,0.0,104338.51624129475
2016-06-23,311,aggressive,0.006174695569700816,0.0,0.0,104982.77481527904
2016-06-24,312,aggressive,-0.014863263573430619,0.0,0.0,103422.38816252945
2016-06-27,313,aggressive,-0.007003391007328518,0.0,0.0,102698.08073931554
2016-06-28,314,cautious,0.002223353891012504,0.0008,0.8,102926.41491672683
2016-06-29,315,cautious,0.0032841232815556953,0.0,0.0,103264.43795224192
2016-06-30,316,cautious,0.007069636241177512,0.0,0.0,103994.47996521392
2016-07-01,317,cautious,0.010785816075196686,0.0,0.0,105116.14529895443
2016-07-05,318,cautious,0.0053264142286985625,0.0,0.0,105676.03743094073
2016-07-06,319,cautious,0.004206949872380861,0.0,0.0,106120.61122312455
2016-07-07,320,cautious,-0.0013426877115636394,0.0,0.0,105978.12438249163
2016-07-08,321,cautious,0.009217003626385622,0.0,0.0,106954.92513924261
2016-07-11,322,cautious,-0.005279090377608509,0.0,0.0,106390.30042310218
2016-07-12,323,cautious,-0.009362372200342983,0.0,0.0,105394.23483203478
2016-07-13,324,cautious,0.0074331811948253005,0.0,0.0,106177.64927643127
2016-07-14,325,cautious,-0.006456467388978127,0.0,0.0,105492.11674643963
2016-07-15,326,cautious,-0.004995821212633977,0.0,0.0,104965.09699183212
2016-07-18,327,cautious,0.000903416967536641,0.0,0.0,105059.92424145367
2016-07-19,328,cautious,0.0023529681434269144,0.0,0.0,105307.12689634465
2016-07-20,329,cautious,-0.005229576069598274,0.0,0.0,104756.41526556938
2016-07-21,330,cautious,0.004246621478623291,0.0,0.0,105201.27610865973
2016-07-22,331,cautious,-0.00020015433551131556,0.0,0.0,105180.21961714525
2016-07-25,332,cautious,-0.0031927515732438124,0.0,0.0,104844.40530548849
2016-07-26,333,cautious,0.002040267550947261,0.0,0.0,105058.31594353163
2016-07-27,334,cautious,0.009496182522156548,0.0,0.0,106055.96888720179
2016-07-28,335,cautious,-0.0012599038955015795,0.0,0.0,105922.34855885961
2016-07-29,336,cautious,0.00691972560285814,0.0,0.0,106655.3021460972
2016-08-01,337,cautious,-0.004027155088124025,0.0,0.0,106225.78470338412
2016-08-02,338,cautious,-0.0036054942756827304,0.0,0.0,105842.78824470619
2016-08-03,339,cautious,-0.0003196404022896115,0.0,0.0,105808.95661329219
2016-08-04,340,cautious,0.003833684378364066,0.0,0.0,106214.59475735156
2016-08-05,341,cautious,-0.007064485276486376,0.0,0.0,105464.24331654028
2016-08-08,342,cautious,0.00031605438739970023,0.0,0.0,105497.57575335425
2016-08-09,343,aggressive,0.0019926641865689386,0.0008,0.8,105707.7969943278
2016-08-10,344,aggressive,-0.0004902295904905206,0.0,0.0,105655.97590429561
2016-08-11,345,aggressive,0.0007724705869822878,0.0,0.0,105737.59203802058
2016-08-12,346,aggressive,0.0008650093961026453,0.0,0.0,105829.05604865473
2016-08-15,347,aggressive,0.0004792569471383733,0.0,0.0,105879.77535897515
2016-08-16,348,aggressive,-0.003650888763464722,0.0,0.0,105493.2200768389
