state_id,defensive,cautious,rebound,aggressive
0,0.0,0.0,0.0,0.0
1,0.0029419430819785305,-0.004386589010191481,-0.004207484187299513,-0.004240377537753191
2,0.0002155837817475778,-0.006394678069672096,-0.004709794633024036,-0.00842822201452453
3,-0.006499897726163192,0.0029125649668521308,-0.005837406563685539,-0.004272829288720585
4,-0.004572157398587809,-0.004472718563050073,-0.0008182336736083328,-0.00443470022284788
5,0.0,0.0,0.0,0.0
6,0.0004259992366770107,0.005111885395173502,-0.0018445630909771577,-0.000776500498461902
7,-0.001799995019638638,0.002952554323357525,-0.0008719322763472164,-0.0009060159650185761
8,-0.0021049713749874866,-0.0037471788923848677,-0.00039465055467521296,-0.0018398952582891026
9,-0.00415210579483402,-0.004035392144466059,-0.003508041814078707,-0.0008957169236008357
10,0.010863176232805295,0.0025399116390449243,0.006706755864506352,0.00313102501485187
11,-0.001744087049196148,0.0024071238124991033,-0.00197421022624581,-0.0025846791702723634
12,-0.0007438843765183239,-0.0009347320682389711,-0.000551072930969483,-0.0025034546813884444
13,0.00030586759067640083,-0.00011881741975997354,0.0013526520527657713,-0.00273690967363824
14,0.0006519049546585418,-0.0010878671215781791,-0.0008508543962009575,-0.0017631125008819085
15,0.0,0.0,0.0,0.0
16,-9.139721268869262e-05,0.0010216215130612336,-0.0010965846029476055,-0.0016688872988075525
17,-0.0008454146288442146,0.001076383372965059,0.00010643625785438727,-0.001908924879363568
18,0.0012751086349565518,-0.0017805319660860947,-0.0013861698045388665,-0.002027072661977326
19,-0.001571491918330135,-0.00124129717375341,0.0017465234137426012,-0.0011620882691440067
