state_id,defensive,cautious,rebound,aggressive
0,0.0,0.0,0.0,0.0
1,-0.008437183182909806,-0.00039003573754451917,-0.004923955788909622,-0.006010924238935336
2,-0.00625490419074283,-0.005156746977323119,-0.003520866443714009,-0.003402579318210403
3,-0.004676829417151562,-0.0044568161507017295,0.0040042428505640765,-0.0038345983034736683
4,-0.00452639064374622,-0.004726823033539843,-0.00021594516757331454,-0.003021794312113595
5,0.012621676050689022,0.005551857764539249,0.004566294637044218,0.0007661636428315727
6,-0.0009023327764554473,0.001745838236322849,-0.0007056689723989212,-0.000980471085065957
7,0.0021842776160893628,-0.002082063291773418,-0.0009593716222203062,-0.00171755654355949
8,0.0017635498310203284,0.0012058093647856457,0.0036232047341862882,-0.0014771580216140481
9,-0.002765507813699908,-0.002410978996084357,0.0024921135689336934,-0.0016531309442125463
10,0.0,0.0,0.0,0.0
11,-0.0022973347180146654,0.0014749492722202506,-0.0005502627979334558,-0.0038386291487391326
12,-0.0009775733568118913,0.003450418722081388,-0.0009221214688223824,-1.2703981146096853e-05
13,0.0009834587921760873,0.0019196380211291674,0.0029106254336227822,-0.0015278089339984201
14,-0.0011125454279829524,-0.002102607223876654,0.004716780630756595,-0.0005297608940047662
15,0.0,0.0,0.0,0.0
16,-0.0006628197767523257,-0.0023345957164685686,0.005231132311895119,-0.003640544869872282
17,-0.00147380061487232,-0.001557321026377163,0.005352942246995741,-0.001775348852378384
18,0.00022116005304023754,-0.00017785908368936495,0.002974174224253543,0.00029517869224854494
19,0.0002575383532177723,-0.0007712463695214438,-0.0010833065913650936,-0.0011782482973184956
