state_id,defensive,cautious,rebound,aggressive
0,0.0,0.0,0.0,0.0
1,-0.0007582829387159525,0.002375342609449645,-0.0023231849820638615,-0.0013684628652703855
2,0.004636787233066431,-0.0032317661567020164,-0.003526404812768073,-0.009153717019136125
3,-0.002644858747381843,-0.002694386353020629,0.0020327823725125155,-0.0030501306356508166
4,-0.004296022320595021,-0.005143657397870167,-0.004328111584181752,0.0059125003111834
5,0.0,0.0,0.0,0.0
6,-0.0008986459608018901,-0.00041431533630232665,-0.0006738757660223023,0.0017031616255853027
7,-0.0014870920765459271,0.007198974785415242,-0.0015191947560753152,-0.0024232674832632057
8,-0.0006931556041331088,-0.0015088604042016727,0.0034515180916958573,-0.0008797071279212185
9,-0.002075241433416774,-0.0025963690260384824,0.00043368091478898353,-0.0019171369369765932
10,0.0,0.0,0.0,0.0
11,0.0046843576289541215,-0.0008564981208534258,-0.004952577821115019,-0.0014475623524713662
12,0.002104985916110973,-0.0025147517458794467,-0.004412842962203018,-0.001747890478033046
13,-0.0020693593915741817,-0.000705184886501825,0.00016100930071086267,-0.003070488618338534
14,-0.002264126138774654,0.0006134976887140261,-0.002484398746929857,-0.004965186422510264
15,0.009982760943550053,0.004344403781033469,0.0047885986131078265,-8.946838868659409e-05
16,0.0019941625152196875,-0.0009345975716051171,-0.0014235688981689065,-0.002838673329271851
17,-0.00403246827274624,-0.002042581099620716,-0.002131309154850408,-0.002932879885897715
18,-0.0030728761660542133,-0.0038072586900919497,0.0025285763599448416,-0.0033880614037955633
19,-0.0044535688541861,-0.003474191639556638,0.0015850182690390741,-0.0025780917562804565
