state_id,defensive,cautious,rebound,aggressive
0,0.0,0.0,0.0,0.0
1,0.0049430388758791655,0.004529780951768984,0.001357823295620114,0.0049488411755697174
2,0.0062645965539047405,0.0038040205439664075,0.005532858791203324,0.003411896010662224
3,0.0020209876137247305,0.0035007589862033695,0.008533341071832968,0.001875657858142233
4,0.004045441520317117,0.004548965915907329,0.003705419174320827,0.006801967859299509
5,0.0,0.0,0.0,0.0
6,0.007093711341691974,0.0008728371168083171,0.0016838487858515752,0.004208328636374602
7,0.003348483488327601,0.002150241962022801,0.002337607071111169,0.007214055312503902
8,0.005501192809782925,0.00214450368403706,0.002241559325824916,0.0032131221631792285
9,0.0024484309379542053,0.0015499511440181266,0.005048384014383409,0.003336566991073868
10,0.0030225185259349363,0.009328501817831042,0.0012529386531181987,0.0006446353330579575
11,0.004278977818513036,0.004956149835321407,0.0043842915675546545,0.004825975790613239
12,0.0024223772256735617,0.0030361858931558508,0.005252071128229241,0.0015028888221964682
13,0.004293521467567299,0.00428660307601529,0.004812136774846855,0.003209900421116313
14,0.004698472219633231,0.00523833162280483,0.004874862964437029,0.004412362493899832
15,0.0,0.0,0.0,0.0
16,0.01357577022615711,0.014873057229086866,0.014643419705636023,0.024163135951345362
17,0.01765353153158321,0.01527234306731891,0.019244929056982312,0.024323144551082157
18,0.016433681436439203,0.022385413299299613,0.017438682311043088,0.01874689033897631
19,0.0210578280106717,0.017645016718302424,0.026406994631607957,0.015468555624426374
