cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,234,transition,0.0031359959802313517,21.153376123931626,0.3720512820512821
1,1075,recovery,0.0008867169128507665,17.669497691162793,0.5239069767441861
2,887,recovery,0.000521786612289684,17.490563717023676,0.4909244644870349
3,461,recovery,-0.0014369992160572656,19.44485902386117,0.4804338394793926
