cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,717,recovery,0.000683481452833273,16.747071129707113,0.49486750348675035
1,512,risk-on,0.0004960302474425486,16.888007806640626,0.3992578125
2,373,transition,5.360387345513195e-05,25.61560333780161,0.27241286863270775
3,1055,recovery,0.0006856814161293409,17.264341247393364,0.6126445497630332
