Date,portfolio_nav,portfolio_return,turnover,action,cluster
2023-02-14,10000.0,0.0,0.0,defensive,2
2023-02-15,9931.03525689519,-0.006896474310480998,1.0,rebound,3
2023-02-16,9824.95333196214,-0.010681859664066352,0.8000000000000002,recession,1
2023-02-17,9826.672902788878,0.0001750207628104638,1.2000000000000002,rebound,3
2023-02-21,9670.769903066754,-0.015865288410879943,1.2000000000000002,aggressive,0
2023-02-22,9657.725542055114,-0.001348844108833979,0.5999999999999999,rebound,3
2023-02-23,9695.468873439988,0.00390809732793911,0.5999999999999999,recession,1
2023-02-24,9657.278497287327,-0.003938992188122091,1.2000000000000002,rebound,3
2023-02-27,9675.06336769058,0.001841602725679793,1.2000000000000002,defensive,2
2023-02-28,9692.350048205675,0.001786725301750814,0.8000000000000002,rebound,3
2023-03-01,9656.370183129238,-0.003712192079061095,0.8000000000000002,recession,1
2023-03-02,9635.08923339742,-0.0022038249702768455,1.2000000000000002,rebound,3
2023-03-03,9768.13705991028,0.01380867610978456,1.2000000000000002,defensive,2
2023-03-06,9718.38787238444,-0.005093006703398795,0.8000000000000002,recession,1
2023-03-07,9681.624587574617,-0.0037828583601080424,0.8999999999999999,recession,1
2023-03-08,9681.65768013337,3.418079109951405e-06,0.0,aggressive,0
2023-03-09,9535.18038985247,-0.015129360603346798,1.6,aggressive,0
2023-03-10,9478.554236675598,-0.005938655679459927,0.0,rebound,3
2023-03-13,9513.923968271929,0.003731553432429025,0.5999999999999999,aggressive,0
2023-03-14,9612.875508195948,0.010400707452993544,0.5999999999999999,recession,1
2023-03-15,9631.061754924034,0.0018918633360623732,1.6,aggressive,0
2023-03-16,9745.24508708448,0.011855736684698037,1.6,rebound,3
2023-03-17,9768.43460592558,0.0023795726668623405,0.5999999999999999,recession,1
2023-03-20,9748.862981408367,-0.002003557919642717,1.2000000000000002,rebound,3
2023-03-21,9747.613959849425,-0.00012811971625052753,1.2000000000000002,aggressive,0
2023-03-22,9638.423044143858,-0.011201809607492308,0.5999999999999999,rebound,3
2023-03-23,9669.837609368296,0.0032593054984783494,0.5999999999999999,recession,1
2023-03-24,9640.56171032774,-0.003027548157809145,1.2000000000000002,rebound,3
2023-03-27,9574.865856672659,-0.006814525504743528,1.2000000000000002,recession,1
2023-03-28,9580.801273884488,0.0006198955996542309,1.2000000000000002,rebound,3
2023-03-29,9625.577575957841,0.004673544601682147,1.2000000000000002,recession,1
2023-03-30,9635.858399622672,0.0010680734307840344,1.2000000000000002,rebound,3
2023-03-31,9711.027724255347,0.007800999300240788,1.2000000000000002,recession,1
2023-04-03,9717.934008357886,0.0007111795268885067,1.2000000000000002,rebound,3
2023-04-04,9725.206870918139,0.00074839596091062,1.2000000000000002,recession,1
2023-04-05,9722.152238244815,-0.00031409436466158696,1.2000000000000002,rebound,3
2023-04-06,9720.605891759269,-0.00015905392629651403,1.2000000000000002,aggressive,0
2023-04-10,9699.887469352016,-0.002131392079666338,0.5999999999999999,rebound,3
2023-04-11,9711.6288293471,0.0012104635267350624,0.5999999999999999,recession,1
2023-04-12,9708.465021011853,-0.00032577525262152856,1.2000000000000002,rebound,3
2023-04-13,9772.277263294667,0.006572845670732422,1.2000000000000002,recession,1
2023-04-14,9716.998260743712,-0.005656716552505823,1.2000000000000002,rebound,3
2023-04-17,9690.997846162358,-0.002675766104270515,1.2000000000000002,aggressive,0
2023-04-18,9697.453709824413,0.0006661711997606465,0.5999999999999999,rebound,3
2023-04-19,9679.686770006565,-0.0018321242203866322,0.5999999999999999,recession,1
2023-04-20,9683.971059467776,0.0004426062085487914,1.2000000000000002,rebound,3
2023-04-21,9646.076572746206,-0.003913114412348671,1.2000000000000002,recession,1
2023-04-24,9649.697151849403,0.00037534214827057537,1.2000000000000002,rebound,3
2023-04-25,9599.723267334517,-0.005178803409940069,1.2000000000000002,aggressive,0
2023-04-26,9545.983601865883,-0.005598043190629941,0.5999999999999999,rebound,3
2023-04-27,9616.436405330041,0.007380360830536883,0.5999999999999999,aggressive,0
2023-04-28,9692.100650310846,0.007868220803588512,0.5999999999999999,rebound,3
2023-05-01,9616.79414230694,-0.007769885055980052,0.5999999999999999,aggressive,0
2023-05-02,9567.07751308767,-0.005169771597850236,0.5999999999999999,rebound,3
2023-05-03,9555.406666762687,-0.0012198967039848906,0.5999999999999999,aggressive,0
2023-05-04,9492.809509918809,-0.006550967324249534,0.5999999999999999,rebound,3
2023-05-05,9538.960478073099,0.004861676420038655,0.5999999999999999,aggressive,0
2023-05-08,9523.073291840445,-0.0016655049854933373,0.5999999999999999,rebound,3
2023-05-09,9503.160654068126,-0.0020909886086227895,0.5999999999999999,recession,1
