cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,1,recovery,-0.013490482140440352,20.700001,1.19
1,1,transition,0.002647849047936024,19.9,0.84
2,2654,recovery,0.0005665321814853788,18.22373024001507,0.4916352675207234
3,1,recovery,-0.005321949382430469,16.43,0.3600000000000003
