mapping,objective_value,train_n_days,train_risk_free_rate,train_total_return,train_annual_return,train_annual_vol,train_sharpe,train_max_drawdown,train_calmar,train_final_nav,train_avg_turnover,train_total_turnover
0->rebound; 1->cautious; 2->cash; 3->aggressive,-2.3625719491372896,1924,0.009636226611226612,-0.7733787592897461,-0.17669808812116716,0.0788692656748232,-2.3625719491372896,-0.7758507418271733,-0.22774752744971663,0.2266212407102539,0.9596673596673596,1846.3999999999999
0->cautious; 1->defensive; 2->cash; 3->aggressive,-2.399170724064877,1924,0.009636226611226612,-0.7771404375410963,-0.17850106126818932,0.07841763238951911,-2.399170724064877,-0.7799267896336367,-0.22886899596311922,0.22285956245890368,0.9621621621621621,1851.1999999999998
0->rebound; 1->defensive; 2->cash; 3->aggressive,-2.4034565782316055,1924,0.009636226611226612,-0.777946791933771,-0.17889098614715404,0.07844003277025857,-2.4034565782316055,-0.7807230623981122,-0.22913500927929883,0.22205320806622897,0.9618503118503117,1850.5999999999997
0->defensive; 1->aggressive; 2->rebound; 3->cash,-2.554006355962422,1924,0.009636226611226612,-0.7666493376337935,-0.1735365782613295,0.07171979210033384,-2.554006355962422,-0.7778333768638706,-0.22310250938447493,0.23335066236620652,0.9096153846153846,1750.1
0->cautious; 1->aggressive; 2->rebound; 3->cash,-2.5569866238950834,1924,0.009636226611226612,-0.767076503730939,-0.1737348918831818,0.07171375742868664,-2.5569866238950834,-0.778240069728415,-0.2232407436227367,0.232923496269061,0.9095114345114345,1749.8999999999999
0->defensive; 1->aggressive; 2->cash; 3->rebound,-2.607205164340161,1924,0.009636226611226612,-0.7458041044479014,-0.16422248876460555,0.0666839410084679,-2.607205164340161,-0.7468473412996146,-0.2198876258685428,0.2541958955520987,0.8994802494802494,1730.6
0->cautious; 1->aggressive; 2->cash; 3->rebound,-2.6102980162245317,1924,0.009636226611226612,-0.7462699673311055,-0.1644232694016985,0.0666818481763551,-2.6102980162245317,-0.7473112922505804,-0.2200197844013922,0.2537300326688945,0.8993762993762994,1730.4
0->cautious; 1->aggressive; 2->defensive; 3->cash,-2.713177975521192,1924,0.009636226611226612,-0.7080455994516378,-0.14892370149729184,0.058440666089389005,-2.713177975521192,-0.7193929408145137,-0.20701301479088313,0.2919544005483622,0.7484407484407485,1440.0
0->rebound; 1->aggressive; 2->defensive; 3->cash,-2.7229205300254202,1924,0.009636226611226612,-0.7096822384586738,-0.1495501164324219,0.05846161916527266,-2.7229205300254202,-0.7209659688553656,-0.2074302018302662,0.29031776154132616,0.7491683991683992,1441.4
0->cautious; 1->aggressive; 2->cash; 3->defensive,-2.772870782451524,1924,0.009636226611226612,-0.7042089797553779,-0.147467132701525,0.056657295502913735,-2.772870782451524,-0.705218038946896,-0.20910856580149037,0.29579102024462217,0.7437629937629938,1431.0
0->rebound; 1->aggressive; 2->cash; 3->defensive,-2.782614056873588,1924,0.009636226611226612,-0.7058678616943637,-0.14809489876086512,0.05668451396716902,-2.782614056873588,-0.7068712617889059,-0.20950759603110153,0.29413213830563634,0.7444906444906445,1432.4
0->defensive; 1->aggressive; 2->cautious; 3->cash,-2.883483199044554,1924,0.009636226611226612,-0.727822923763165,-0.156707036173652,0.0576883065731046,-2.883483199044554,-0.7389670390565968,-0.21206228138904848,0.272177076236835,0.8021309771309773,1543.3000000000002
0->rebound; 1->aggressive; 2->cautious; 3->cash,-2.8971125698158775,1924,0.009636226611226612,-0.7298440322096715,-0.15752988023419778,0.05770093595501829,-2.8971125698158775,-0.7409053945179518,-0.21261807701736327,0.2701559677903284,0.8027546777546778,1544.5
0->defensive; 1->aggressive; 2->cash; 3->cautious,-2.9202960829116655,1924,0.009636226611226612,-0.7197851231009789,-0.15348631964347914,0.05585822177731557,-2.9202960829116655,-0.7207965299674897,-0.2129398703548169,0.28021487689902114,0.795893970893971,1531.3000000000002
0->defensive; 1->cautious; 2->rebound; 3->cash,-2.9271815419723204,1924,0.009636226611226612,-0.7802086077070245,-0.179991325395929,0.06478161647582183,-2.9271815419723204,-0.7922943562679294,-0.22717734131512796,0.21979139229297556,0.9060291060291059,1743.1999999999998
0->rebound; 1->aggressive; 2->cash; 3->cautious,-2.9337988632188416,1924,0.009636226611226612,-0.7218672849549264,-0.15431285073247225,0.05588286211407853,-2.9337988632188416,-0.7228711764717184,-0.21347213134940868,0.27813271504507364,0.7965176715176715,1532.5
0->aggressive; 1->cautious; 2->rebound; 3->cash,-2.9409331304047304,1924,0.009636226611226612,-0.782306262765614,-0.18102063329850626,0.06482869601441592,-2.9409331304047304,-0.7942766668112441,-0.22790627102926708,0.21769373723438604,0.9061330561330562,1743.4
0->cautious; 1->defensive; 2->rebound; 3->cash,-2.9804705872196218,1924,0.009636226611226612,-0.7840637804011379,-0.18188969516339204,0.06426029587270196,-2.9804705872196218,-0.7963272918063165,-0.22841072638714915,0.2159362195988621,0.9057692307692307,1742.6999999999998
0->aggressive; 1->defensive; 2->rebound; 3->cash,-2.9908776825793026,1924,0.009636226611226612,-0.7857324092013453,-0.18272051025981817,0.06431447798465575,-2.9908776825793026,-0.7979011553635259,-0.22900143586904598,0.21426759079865462,0.905977130977131,1743.1
