mapping,objective_value,train_n_days,train_risk_free_rate,train_total_return,train_annual_return,train_annual_vol,train_sharpe,train_max_drawdown,train_calmar,train_final_nav,train_avg_turnover,train_total_turnover
0->cautious; 1->rebound; 2->defensive; 3->cash,-3.0083256795844333,1924,0.009636226611226612,-0.7143014217244539,-0.15133478597477268,0.053508505970083546,-3.0083256795844333,-0.7264468081153836,-0.208321909166866,0.2856985782755461,0.7445426195426196,1432.5
0->aggressive; 1->rebound; 2->defensive; 3->cash,-3.023843739472592,1924,0.009636226611226612,-0.7170778337383168,-0.15241958384130194,0.05359265372647654,-3.023843739472592,-0.7291051915520927,-0.20905019688151807,0.28292216626168315,0.7457900207900209,1434.9
0->defensive; 1->cautious; 2->cash; 3->rebound,-3.0746205198712175,1924,0.009636226611226612,-0.7619785739888436,-0.17138849489815589,0.058877094047679365,-3.0746205198712175,-0.7646684442830047,-0.22413438945928935,0.2380214260111564,0.899012474012474,1729.6999999999998
0->cautious; 1->rebound; 2->cash; 3->defensive,-3.086600617827261,1924,0.009636226611226612,-0.7092365969790766,-0.14937924608037856,0.05151799418855178,-3.086600617827261,-0.7114132150857242,-0.2099753601883521,0.29076340302092346,0.7375259875259875,1419.0
0->aggressive; 1->cautious; 2->cash; 3->rebound,-3.0879522667838075,1924,0.009636226611226612,-0.7642534654428587,-0.17243009652747632,0.05896021292075552,-3.0879522667838075,-0.7669176272827551,-0.22483522401018305,0.23574653455714134,0.8991164241164241,1729.9
0->aggressive; 1->rebound; 2->cash; 3->defensive,-3.1020795538017625,1924,0.009636226611226612,-0.7120629608645042,-0.15046682647716603,0.05161152391858484,-3.1020795538017625,-0.7142184211681233,-0.21067340468630524,0.28793703913549584,0.7387733887733888,1421.4
0->cautious; 1->defensive; 2->cash; 3->rebound,-3.1478097001798764,1924,0.009636226611226612,-0.7672009877439071,-0.17379274357187635,0.05827193752297708,-3.1478097001798764,-0.7702029666308478,-0.22564538323204597,0.23279901225609292,0.901091476091476,1733.6999999999998
0->aggressive; 1->defensive; 2->cash; 3->rebound,-3.1575518255842536,1924,0.009636226611226612,-0.7690026187992014,-0.17463304326625617,0.058358272502268986,-3.1575518255842536,-0.7719813653779908,-0.22621406564749053,0.2309973812007986,0.9012993762993763,1734.1
0->defensive; 1->rebound; 2->cautious; 3->cash,-3.2028100749578337,1924,0.009636226611226612,-0.7336548780670007,-0.15909603279075712,0.05268256794908614,-3.2028100749578337,-0.7455287676222595,-0.21340025992312486,0.26634512193299936,0.7982328482328483,1535.8000000000002
0->aggressive; 1->rebound; 2->cautious; 3->cash,-3.22246893546443,1924,0.009636226611226612,-0.7367258286500704,-0.16037234221771512,0.052757240561091615,-3.22246893546443,-0.7484628126453987,-0.21426895165424226,0.26327417134992953,0.7993762993762995,1538.0000000000002
0->defensive; 1->rebound; 2->cash; 3->cautious,-3.260188352553893,1924,0.009636226611226612,-0.7245460488734634,-0.15538415339781197,0.05061682398802776,-3.260188352553893,-0.7266623540982952,-0.21383267279701854,0.27545395112653664,0.7896569646569648,1519.3000000000002
0->aggressive; 1->rebound; 2->cash; 3->cautious,-3.279614996603734,1924,0.009636226611226612,-0.7277234478108254,-0.15666667427826841,0.050708055994899734,-3.279614996603734,-0.7298153411659236,-0.2146661839527572,0.2722765521891746,0.7908004158004158,1521.5
0->rebound; 1->cautious; 2->defensive; 3->cash,-3.3055833183937353,1924,0.009636226611226612,-0.7232523935060529,-0.15486566418729575,0.049764859921442826,-3.3055833183937353,-0.7360357897611745,-0.21040507315214366,0.27674760649394714,0.7393451143451145,1422.5000000000002
0->aggressive; 1->cautious; 2->defensive; 3->cash,-3.3104131182298944,1924,0.009636226611226612,-0.7243968430401129,-0.15532424477991758,0.04983078108370654,-3.3104131182298944,-0.737127375416579,-0.21071561030023864,0.2756031569598872,0.7398648648648649,1423.5
0->rebound; 1->cautious; 2->cash; 3->defensive,-3.4127378591336823,1924,0.009636226611226612,-0.7170615959265675,-0.15241321257021634,0.04748370542077877,-3.4127378591336823,-0.7203424023240533,-0.2115843966403795,0.2829384040734325,0.729989604989605,1404.5
0->aggressive; 1->cautious; 2->cash; 3->defensive,-3.4174539395358052,1924,0.009636226611226612,-0.7182316582717652,-0.1528731284882927,0.04755275651837844,-3.4174539395358052,-0.7214988972355894,-0.2118826918156403,0.2817683417282349,0.7305093555093555,1405.5
0->rebound; 1->defensive; 2->cautious; 3->cash,-3.615538247440318,1924,0.009636226611226612,-0.7465238887757667,-0.16453284106141752,0.04817237593764915,-3.615538247440318,-0.7592156952340635,-0.21671422508025553,0.2534761112242333,0.7927754677754679,1525.3000000000002
0->aggressive; 1->defensive; 2->cautious; 3->cash,-3.619947481799017,1924,0.009636226611226612,-0.7475720025998406,-0.16498613287266684,0.04823892069205126,-3.619947481799017,-0.7602113289339271,-0.21702666954994357,0.2524279974001594,0.7932952182952184,1526.3000000000002
0->rebound; 1->defensive; 2->cash; 3->cautious,-3.7330649536231326,1924,0.009636226611226612,-0.7378336736471871,-0.16083594750461727,0.04566547226840825,-3.7330649536231326,-0.7413428349834049,-0.2169521844885944,0.26216632635281295,0.7841995841995842,1508.8000000000002
0->aggressive; 1->defensive; 2->cash; 3->cautious,-3.737228864666782,1924,0.009636226611226612,-0.7389178032658619,-0.1612912796473469,0.04573642997210815,-3.737228864666782,-0.7424124532581011,-0.217252928529842,0.2610821967341382,0.7847193347193349,1509.8000000000002
