cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,2204,recovery,0.0005754758332548423,17.85480946415608,0.45003629764065334
1,388,transition,0.0008508334954268618,20.13489688402062,0.6933762886597937
2,55,recovery,-0.002744738346159264,19.68454558181818,0.5776363636363636
3,10,recovery,0.003990030350672524,17.5820001,1.451
