epoch,train_loss,val_loss
1,0.7855884163610397,0.7644480731752183
2,0.6712374533376386,0.742775903807746
3,0.6642251562687659,0.7366829845640395
4,0.6490067435849097,0.7251350780328115
5,0.6256855159036575,0.7203376690546671
6,0.6242669022852375,0.7164211571216583
7,0.595899905889265,0.7131673428747389
8,0.5928725206082867,0.7149786783589257
9,0.599457973434079,0.7150899966557821
10,0.5769528890809705,0.7030889193216959
11,0.5842484889491912,0.7172016368971931
12,0.5645749665075733,0.7025364372465346
13,0.5658349731276112,0.7025686303774515
14,0.5560136466257034,0.7100356188085344
15,0.5577645792115119,0.7068612145053016
16,0.5490840481173608,0.6964548759990268
17,0.5439913859290462,0.6911946800020006
18,0.54051062272441,0.6956969632042779
19,0.5349065613362097,0.6940242283874087
20,0.5359919590334739,0.6980179250240326
21,0.5220788746110855,0.6936668323145972
22,0.5260972246046989,0.6945264703697629
23,0.5291714149136697,0.6912204855018191
24,0.5299090925724276,0.6857603523466322
25,0.5189235066213915,0.6892801523208618
26,0.5144562250183474,0.69106016225285
27,0.5168152566879026,0.6907975044515398
28,0.5209954236784289,0.6854669286145104
29,0.5051648655245381,0.6870081424713135
30,0.5106658608682694,0.687308261791865
31,0.5037033788619503,0.6918639143308004
32,0.4966252455788274,0.690269324514601
33,0.5053712677571082,0.6932713290055593
34,0.5032297709295827,0.6881033215257857
35,0.4960099968218034,0.6832326584392123
36,0.4965057238455742,0.6873506208260854
37,0.4921473697308571,0.687876949707667
38,0.4949697236860952,0.6847345166736178
39,0.49893556679448775,0.6865354047881232
40,0.4886575514270413,0.6884331305821737
41,0.48086753006904354,0.6848465767171648
42,0.48112992509718866,0.6837430397669474
43,0.4764434387606959,0.6841672824488746
