cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,1138,recovery,0.00017021848844388584,17.571318120386643,0.43317223198594024
1,30,transition,0.0026918265336388597,30.29200013333333,0.5346666666666666
2,350,transition,0.00037014792721711454,23.38788577142857,-0.165
3,1257,recovery,0.0009128278431060187,17.5381225274463,0.6676929196499602
