cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,196,transition,0.0008090828501925774,25.727091979591837,0.03260204081632652
1,934,recovery,0.0005405200096135341,18.172419709850107,0.4565631691648822
2,1133,recovery,0.0005929272547309601,16.789117385701676,0.4925772285966461
3,512,recovery,0.00042231894910468707,19.723593802734374,0.5851953125
