cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,1457,recovery,0.0005481228279881421,16.87329444269046,0.6150789293067948
1,486,recovery,0.0008502081353737611,19.67919760082305,-0.15590534979423867
2,96,stress,0.002430525256576825,37.68718770833333,0.4927083333333333
3,618,transition,6.839043428076756e-05,17.24330097249191,0.7111488673139159
