cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,319,transition,0.0001018308908205515,20.26598752664577,0.44771159874608146
1,565,recovery,0.0030213741546707192,19.02699122123894,0.442212389380531
2,32,transition,0.010021341040968804,34.36312509375,0.10687499999999996
3,1859,recovery,-0.0002736974479306889,17.655395372781065,0.48114039806347497
