Date,cluster,action,portfolio_return,transaction_cost,turnover,portfolio_nav
2015-03-31,2,cautious,0.0,0.0,0.0,100000.0
2015-04-01,1,aggressive,0.008313517511016534,0.001,1.0,100831.35175110165
2015-04-02,1,aggressive,-0.0006774196143475399,0.0008,0.8,100763.04661568427
2015-04-06,1,aggressive,0.004819546153709875,0.0,0.0,101248.678769437
2015-04-07,1,aggressive,-0.0006727600719404591,0.0,0.0,101180.56270102417
2015-04-08,1,aggressive,0.0018739279313762622,0.0,0.0,101370.16778358199
2015-04-09,1,aggressive,-0.00018925376325483717,0.0,0.0,101350.98309784719
2015-04-10,1,aggressive,0.0052470263423617155,0.0,0.0,101882.77437598583
2015-04-13,1,aggressive,-0.0036037822373359172,0.0,0.0,101515.61104339914
2015-04-14,1,aggressive,0.002148551989765645,0.0,0.0,101733.72261149873
2015-04-15,1,aggressive,0.003837808853445201,0.0,0.0,102124.15719283107
2015-04-16,1,aggressive,-0.0015414583343545173,0.0,0.0,101966.73705958725
2015-04-17,1,aggressive,-0.005264023332873291,0.0,0.0,101429.98177652863
2015-04-20,1,aggressive,0.0038699092644328688,0.0,0.0,101822.50660269686
2015-04-21,1,aggressive,-0.0011643151428335718,0.0,0.0,101703.95311637805
2015-04-22,1,aggressive,-0.0009570132919052619,0.0,0.0,101606.62108140637
2015-04-23,1,aggressive,0.003352042142110534,0.0,0.0,101947.21075718869
2015-04-24,1,aggressive,0.0014675330640697701,0.0,0.0,102096.82165976455
2015-04-27,1,aggressive,-0.0008938141043898563,0.0,0.0,102005.56608055167
2015-04-28,1,aggressive,0.0003342227419809386,0.0,0.0,102039.65866054443
2015-04-29,1,aggressive,-0.006036198620438149,0.0,0.0,101423.72701370767
2015-04-30,1,aggressive,-0.008430577711097363,0.0,0.0,100568.6664013695
2015-05-01,1,aggressive,0.004553176950049098,0.0,0.0,101026.57333512539
2015-05-04,1,aggressive,0.0010081073845400472,0.0,0.0,101128.4189697393
2015-05-05,1,aggressive,-0.008012594892074431,0.0,0.0,100318.11791645881
2015-05-06,1,aggressive,-0.006358442407020881,0.0,0.0,99680.25094130628
2015-05-07,1,aggressive,0.0046581097264533295,0.0,0.0,100144.57248775128
2015-05-08,1,aggressive,0.01024143031849456,0.0,0.0,101170.19614866
2015-05-11,1,aggressive,-0.008591771481480614,0.0,0.0,100300.96494261416
2015-05-12,1,aggressive,-0.0007209036026183502,0.0,0.0,100228.65761564093
2015-05-13,1,aggressive,0.0003216231780093003,0.0,0.0,100260.89347503087
2015-05-14,1,aggressive,0.008378218945390436,0.0,0.0,101100.90119222515
2015-05-15,1,aggressive,0.005067605711638579,0.0,0.0,101613.24069655869
2015-05-18,1,aggressive,-0.00118964959104324,0.0,0.0,101492.35654631942
2015-05-19,1,aggressive,-0.003390030430090573,0.0,0.0,101148.2943692058
2015-05-20,1,aggressive,8.553808283606724e-06,0.0,0.0,101149.15957232406
2015-05-21,1,aggressive,0.004499903635464519,0.0,0.0,101604.32104320773
2015-05-22,1,aggressive,-0.0016669285892871976,0.0,0.0,101434.9538956657
2015-05-26,1,aggressive,-0.00556591436660927,0.0,0.0,100870.37562850147
2015-05-27,1,aggressive,0.007084124030731309,0.0,0.0,101584.95388048023
2015-05-28,1,aggressive,-0.0011645142500116723,0.0,0.0,101466.65675409965
2015-05-29,1,aggressive,-0.003837705856830265,0.0,0.0,101077.25757120145
2015-06-01,1,aggressive,-0.0008116621739636673,0.0,0.0,100995.21698458292
2015-06-02,1,aggressive,-0.0030816701403161835,0.0,0.0,100683.98304008676
2015-06-03,1,aggressive,-0.0020770530456186926,0.0,0.0,100474.85706646832
2015-06-04,1,aggressive,-0.0040126630991131,0.0,0.0,100071.68531512904
2015-06-05,1,aggressive,-0.004167092531422433,0.0,0.0,99654.67734264552
2015-06-08,1,aggressive,-0.0042315415794886395,0.0,0.0,99232.98443187958
2015-06-09,1,aggressive,-0.001462168408890252,0.0,0.0,99087.88909692339
2015-06-10,1,aggressive,0.00749589795098553,0.0,0.0,99830.64180177251
2015-06-11,1,aggressive,0.006006346967300735,0.0,0.0,100430.25927440228
2015-06-12,1,aggressive,-0.005384602349768574,0.0,0.0,99889.48226432547
2015-06-15,1,aggressive,-0.002236210367725522,0.0,0.0,99666.10836845924
2015-06-16,1,aggressive,0.0050300264170446305,0.0,0.0,100167.43152643663
