cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,907,recovery,0.000749761370478586,17.57445428224917,0.34238147739801544
1,46,stress,0.0031524196872730046,33.27500006521739,0.4980434782608696
2,258,transition,-9.956800849781865e-07,25.11810087209302,-0.28755813953488374
3,1564,recovery,0.00046461114193852444,17.38168158567775,0.6593797953964194
