epoch,train_loss,val_loss
1,0.7848109026109019,0.7758897874090407
2,0.6809447840336831,0.7453115317556593
3,0.6450836014363074,0.7424830595652262
4,0.6200177063865047,0.7398416532410516
5,0.5784482417568084,0.735261446899838
6,0.5759016342701451,0.722310076157252
7,0.5351100083320371,0.7204457057846917
8,0.5181907540367495,0.7209422820144229
9,0.48761667455396346,0.72261181473732
10,0.46299091366029554,0.715713060564465
11,0.4470708341367783,0.7154273456997342
12,0.4347913870888372,0.712263372209337
13,0.41855278707319693,0.7182194723023309
14,0.4087259990553702,0.7145119474993812
15,0.40378274263874175,0.708417170577579
16,0.3932720326608227,0.7113941576745775
17,0.3854856942930529,0.7094270156489478
18,0.37646358243880734,0.70941690603892
19,0.37015479322402706,0.7105220688713921
20,0.36059378520134955,0.7149668004777696
21,0.35754330696598174,0.719432082441118
22,0.3517240583896637,0.7188634607526991
23,0.34769856256823384,0.7168368233574761
