cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,381,recovery,-0.00020987172636155197,18.373097062992123,0.20034120734908137
1,886,recovery,0.0005415736673139452,18.441185164785555,-0.06549661399548534
2,515,transition,0.0012825342293287833,23.985223337864078,0.8531844660194174
3,875,risk-on,0.00048803835152746636,14.550148573714285,0.9708571428571429
