epoch,train_loss,val_loss
1,0.9789025667237072,0.9831961284984242
2,0.9740931130037075,0.9797510558908636
3,0.9652869817687244,0.9815626252781261
4,0.9660975467867967,0.9772991700605913
5,0.9602413424631444,0.9766627008264716
6,0.9719685926669981,0.9768014441836964
7,0.9932491212356381,0.9793591065840288
8,0.9573454173599801,0.9773400751027194
9,0.9620397221751329,0.9767203710295937
10,0.9572915551139087,0.9782443859360435
11,0.9581570974210414,0.9781886881048029
12,0.9604291944968991,0.9797704436562278
13,0.9660629470173906,0.9774819449944929
14,0.9563508004677005,0.9792913198471069
15,0.96207099862215,0.9798849604346536
16,0.9594038710361574,0.9762781045653603
17,0.9593022640158491,0.9758699807253751
18,0.9829437412866732,0.9779973517764698
19,0.9718499779701233,0.9768006530675021
20,0.9554387142018574,0.977949093688618
21,0.9566850865759501,0.9768813415007158
22,0.9628616266134309,0.9772474115545099
23,0.9608211110277873,0.9773260084065524
24,0.9616754098636348,0.9751350554552946
25,0.9506991912678975,0.9751068949699402
26,0.9593026071059995,0.9765467047691345
27,0.9572573347789485,0.9807561148296703
28,0.963860306797958,0.9750034971670671
29,0.9515602515964974,0.9764084328304637
30,0.9563527252615952,0.9753967415202748
31,0.9538816751503363,0.9768581986427307
32,0.9860436058625942,0.9756901914423163
33,0.9583129737435317,0.9771094809878956
34,0.9554523607579674,0.9752970283681696
35,0.9536814049976629,0.9755407951094888
36,0.9564964073460277,0.9780768156051636
37,0.9486434321577956,0.9746821576898749
38,0.9581713269396526,0.977765603498979
39,0.9466725558769412,0.9754752787676725
40,0.9539065884380806,0.9761200601404364
41,0.9520001193372215,0.9760483449155634
42,0.9519025174582877,0.9770177819512107
43,0.9500871736828874,0.9761035496538336
44,0.9536934364132765,0.9754357608881864
45,0.9512215300304133,0.9773400696841154
46,0.9455249367690668,0.9755317622965033
47,0.9532364214338908,0.984397064555775
48,0.9473983674514584,0.9757602485743436
49,0.9580521961537803,0.9754671616987749
