epoch,train_loss,val_loss
1,0.9601051095993288,0.900864389207628
2,0.7799754815716897,0.8163108362091912
3,0.7107137730044704,0.787602424621582
4,0.7137943833105026,0.7826336887147691
5,0.6800553462197704,0.7719571126831902
6,0.6638637598483793,0.7701800995402865
7,0.6380322652478372,0.7654353115293715
8,0.6368476959966844,0.7651956942346361
9,0.6268375910097553,0.7642407483524747
10,0.6238081772481242,0.7605680028597513
11,0.6141676143292458,0.7645129826333787
12,0.6145915177560621,0.7651143537627326
13,0.5895742898987185,0.7658470736609565
14,0.5888302547316397,0.7696114579836527
15,0.5734859291584261,0.7703995042377048
16,0.5633354456193985,0.7689998547236124
17,0.5423886872106983,0.7700741622183058
18,0.5447176291096595,0.7697814504305521
