cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,512,recovery,0.00025704183350834325,17.016582041015624,0.5969921875
1,879,transition,0.000216580201508634,18.2918202480091,0.5635949943117179
2,749,recovery,0.001137227252900344,16.72411216154873,0.4671562082777036
3,635,transition,0.0005947672139588106,21.761795354330708,0.21979527559055118
