Date,cluster,action,portfolio_return,transaction_cost,turnover,portfolio_nav
2015-04-01,1,rebound,0.004585849988881597,0.001,1.0,100458.58499888815
2015-04-02,3,defensive,-0.006008548476628472,0.0006,0.6,99854.97472102883
2015-04-06,2,cautious,0.00325562580775478,0.00019999999999999996,0.19999999999999996,100180.06515376332
2015-04-07,2,rebound,-0.00020202093614871656,0.0004,0.4,100159.82668321753
2015-04-08,2,aggressive,0.0014739279313762627,0.0004,0.4,100307.45504936771
2015-04-09,1,aggressive,-0.00018925376325483784,0.0,0.0,100288.4714860171
2015-04-10,1,aggressive,0.005247026342361716,0.0,0.0,100814.68773773941
2015-04-13,3,aggressive,-0.003603782237335918,0.0,0.0,100451.37355680758
2015-04-14,2,aggressive,0.002148551989765646,0.0,0.0,100667.19855533775
2015-04-15,3,aggressive,0.0038378088534452015,0.0,0.0,101053.54002120494
2015-04-16,3,aggressive,-0.001541458334354518,0.0,0.0,100897.77019972324
2015-04-17,1,aggressive,-0.005264023332873291,0.0,0.0,100366.641983157
2015-04-20,1,aggressive,0.003869909264432869,0.0,0.0,100755.05178080764
2015-04-21,2,aggressive,-0.001164315142833572,0.0,0.0,100637.74114830226
2015-04-22,1,aggressive,-0.0009570132919052624,0.0,0.0,100541.42949235602
2015-04-23,1,aggressive,0.0033520421421105342,0.0,0.0,100878.44860104243
2015-04-24,3,aggressive,0.0014675330640697704,0.0,0.0,101026.49105981652
2015-04-27,1,aggressive,-0.0008938141043898562,0.0,0.0,100936.19215719023
2015-04-28,2,aggressive,0.0003342227419809384,0.0,0.0,100969.92732809811
2015-04-29,2,aggressive,-0.00603619862043815,0.0,0.0,100360.4527920545
2015-04-30,1,aggressive,-0.008430577711097365,0.0,0.0,99514.35619567017
2015-05-01,2,aggressive,0.004553176950049098,0.0,0.0,99967.46266849927
2015-05-04,1,aggressive,0.0010081073845400466,0.0,0.0,100068.24060582912
2015-05-05,2,aggressive,-0.008012594892074433,0.0,0.0,99266.43433229199
2015-05-06,2,aggressive,-0.006358442407020882,0.0,0.0,98635.25442663979
2015-05-07,1,aggressive,0.004658109726453331,0.0,0.0,99094.70826465572
2015-05-08,1,aggressive,0.010241430318494562,0.0,0.0,100109.57981427973
2015-05-11,1,aggressive,-0.008591771481480616,0.0,0.0,99249.46118140839
2015-05-12,2,aggressive,-0.00072090360261835,0.0,0.0,99177.91188728479
2015-05-13,0,aggressive,0.0003216231780093006,0.0,0.0,99209.8098024943
2015-05-14,3,aggressive,0.008378218945390436,0.0,0.0,100041.01131055014
2015-05-15,1,aggressive,0.00506760571163858,0.0,0.0,100547.97971086558
2015-05-18,2,aggressive,-0.001189649591043241,0.0,0.0,100428.36284792231
2015-05-19,2,aggressive,-0.0033900304300905743,0.0,0.0,100087.9076418237
2015-05-20,2,aggressive,8.553808283606766e-06,0.0,0.0,100088.76377459717
2015-05-21,3,aggressive,0.004499903635464521,0.0,0.0,100539.15356657561
2015-05-22,1,aggressive,-0.0016669285892871978,0.0,0.0,100371.56197715276
2015-05-26,1,aggressive,-0.005565914366609271,0.0,0.0,99812.90245834511
2015-05-27,0,aggressive,0.00708412403073131,0.0,0.0,100519.98943922731
2015-05-28,1,aggressive,-0.0011645142500116723,0.0,0.0,100402.93247911432
2015-05-29,1,aggressive,-0.003837705856830265,0.0,0.0,100017.61555709627
2015-06-01,1,aggressive,-0.0008116621739636679,0.0,0.0,99936.43504181853
2015-06-02,1,aggressive,-0.0030816701403161843,0.0,0.0,99628.46391402051
