cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,612,recovery,0.00033851134172463454,20.255669967320262,0.39725490196078433
1,800,recovery,0.0008810645654068031,17.36891248875,0.6070625
2,590,recovery,-0.0004160029277815223,21.30669499661017,0.13083050847457628
3,773,risk-on,0.0011447101463114397,15.877813716688228,0.626869340232859
