state_id,defensive,cautious,rebound,aggressive
0,0.0,0.0,0.0,0.0
1,0.004270335251551401,0.004524859574825781,0.0048101544249359186,0.0038383833714111357
2,0.0020224120898128346,0.004712123650638327,0.004214122417606241,0.0044059446283815
3,0.0037206479585127766,0.004214005623857016,0.008065892914616011,0.003459458295407775
4,0.003461176005792681,0.004568237234471433,0.005057308096068526,0.006055426210018776
5,0.005978769565466507,0.0,0.0023896102628759627,0.0
6,0.005984408122106519,0.005481710705473181,0.004415424049553607,0.006011147017973343
7,0.004555897365495228,0.01039460077464563,0.00648593899107856,0.003340319029331476
8,0.005648465707434582,0.006068509178459934,0.004525378535069785,0.006122703912347491
9,0.0049422991637484755,0.004708280871453236,0.004869732725796022,0.005082563329517298
10,0.0,0.0,0.0,0.0
11,0.009456488131444615,0.011260343687619648,0.008179026706650605,0.008972785772318255
12,0.010518685238773945,0.011234208605960794,0.015024578475125235,0.006900908194633509
13,0.010034423832462582,0.012661144949502351,0.010234182705712946,0.009650755079447633
14,0.009773153169635604,0.009319111148744771,0.008323414537453163,0.010390802086145554
15,0.0,0.0,0.0,0.0
16,0.006232423458388882,0.006351285206981568,0.008287902724096708,0.00032271264015617173
17,0.0019100198720568007,-0.0015838789753625207,0.0057461799867627224,5.234855285444443e-05
18,0.007167724701432534,0.0025094376891527433,0.004555347138526197,-0.0006611521474180063
19,-0.00048078708611276535,-0.0007817437954899678,0.001121847210778117,-0.0002391907658831525
