epoch,train_loss,val_loss
1,0.9906805196116047,1.0182297097312079
2,0.9951639579188439,1.0153806077109442
3,0.9948944949334667,1.0123847590552435
4,0.9858602246930522,1.0106057325998943
5,0.98011484261482,1.0060377849472895
6,0.9697946886862477,0.9955351021554735
7,0.973950611006829,0.98902342054579
8,0.9530568872728655,0.9846093124813504
9,0.9529922912197728,0.9831719663408067
10,0.9460607267195179,0.9795839322937859
11,0.9318182833733097,0.9797149631712172
12,0.9773416826801915,0.9767856730355157
13,0.9458736815760213,0.9774671991666158
14,0.9646572970574901,0.9772400193744235
15,0.9402164624583337,0.9761760499742296
16,0.9233272094880381,0.9749624331792196
17,0.9331948641807802,0.9746560255686442
18,0.9531512952619984,0.9747039477030436
19,0.9582828706310641,0.973245104153951
20,0.964416128973807,0.9737100336286757
21,0.9526519063980349,0.9737033910221524
22,0.9312492070659515,0.9738072554270426
23,0.968775007032579,0.9729945262273153
24,0.9425025255449356,0.972036255730523
25,0.9589955499095302,0.9727044569121467
26,0.9432788952704398,0.9717683262295194
27,0.9510358379733178,0.9715758429633247
28,0.9707990673280531,0.9712672233581543
29,0.9493243905805773,0.970783895916409
30,0.9443029492132126,0.971025374200609
31,0.9471443007069249,0.9721840421358744
32,0.9320669001148593,0.9720179703500536
33,0.939019662718619,0.9712861246532865
34,0.950432454386065,0.9709736837281121
35,0.9290643219024904,0.97085083855523
36,0.9392810656178382,0.9699628816710578
37,0.9302106653490374,0.9714729454782274
38,0.9444297590563374,0.9724813103675842
39,0.9378263450437977,0.9724120696385702
40,0.9475302234772713,0.9706429971588982
41,0.9450274994296413,0.9715659221013387
42,0.9626901418932022,0.9699503713183932
43,0.9378177292885319,0.9723741941981845
44,0.9395428415267698,0.9707514511214362
45,0.9377860349993552,0.9705364770359464
46,0.9308163446764792,0.9704841574033102
47,0.9250564652104531,0.9703088336520724
48,0.9420861025010386,0.9704690112007989
49,0.9457561642892899,0.9705377883381314
50,0.9310211385450056,0.9701348410712348
