cluster,n_windows,dominant_hmm_regime,avg_SPY_ret,avg_VIX_level,avg_curve_slope_10y2y
0,695,recovery,0.0007598004407817597,16.895813005755397,0.5242302158273381
1,550,recovery,0.0007658866438393367,19.24381817090909,0.3648363636363636
2,842,recovery,5.22118484990444e-05,19.377743494061757,0.5790736342042755
3,570,recovery,0.0008669306847300123,17.15800000526316,0.4466842105263158
