epoch,train_loss,val_loss
1,0.9936632340954196,1.0172878437572055
2,0.9890619824009557,1.020292666223314
3,0.9872489148570646,1.018912633260091
4,0.9880193221953607,1.0180065433184307
5,0.9941885413662079,1.0191053748130798
6,0.9803099228489783,1.0162498487366571
7,0.9799626719567084,1.0167038771841261
8,0.9792306442414561,1.0157051417562697
9,0.9771639108657837,1.0166564583778381
10,0.9995941808146815,1.0162328746583726
11,0.9871129547396014,1.0157646139462788
12,0.9875623506884421,1.0164112978511386
13,0.975937674122472,1.0170440210236444
14,0.977065255565028,1.0150248143408034
15,0.9890052349336685,1.016697539223565
16,0.9768478831937236,1.0158188939094543
17,0.9763928536445864,1.0176031854417589
18,0.9831724320688555,1.0166726774639554
19,0.9772985827538275,1.017318778567844
20,0.9843277392848846,1.017906924088796
21,0.9791770788931078,1.0153152611520555
22,0.9860807753378346,1.0176740222507052
