validation_rank,experiment_name,source_experiment,architecture,n_clusters,target_cluster_count,best_mapping,objective,best_episode,n_states,n_actions,policy_loaded,train_n_days,train_total_return,train_annual_return,train_annual_vol,train_sharpe,train_max_drawdown,train_calmar,train_final_nav,train_avg_turnover,train_total_turnover,validation_n_days,validation_total_return,validation_annual_return,validation_annual_vol,validation_sharpe,validation_max_drawdown,validation_calmar,validation_final_nav,validation_avg_turnover,validation_total_turnover,test_n_days,test_total_return,test_annual_return,test_annual_vol,test_sharpe,test_max_drawdown,test_calmar,test_final_nav,test_avg_turnover,test_total_turnover,test_rank
1,snn_event_lif_pruned__q_learning,snn_event_lif_pruned,snn_event_lif+q_learning,4,4,"q_learning_policy(episodes=250,alpha=0.100,gamma=0.950)",sharpe,49,20,4,False,1834,0.7159698517592088,0.07701735229755902,0.11728875762366371,0.4861280266989154,-0.2298288747715026,0.3351073809769559,171596.98517592088,0.06859323882224647,125.80000000000001,483,0.20297081676191997,0.10121526212372478,0.09595191370633707,0.8464162827672813,-0.11772814952340416,0.8597371362199434,120297.081676192,0.07950310559006213,38.400000000000006,212,0.16158456850807879,0.19488078179905322,0.09625687925626857,1.816813334800322,-0.08580200098038593,2.2712848135511705,116158.45685080788,0.0509433962264151,10.8,1
